Position (um),2H Intensity (a.u.),3H Intensity (a.u.),Wavenumber (cm^-1),2H Amplitude (a.u.),2H Phase (deg),3H Amplitude (a.u.),3H Phase (deg)
0,0,0,15046.69189,3.752313514E-05,-85.1711787,0.00000139,-134.0486045
0,0,0,15047.45483,4.145510565E-05,-78.3731166,3.458899775E-07,138.5904709
0,0,0,15048.21777,4.285831514E-05,-71.98816533,1.95423491E-06,110.2580527
0,0,0,15048.98071,4.278892009E-05,-67.73312364,3.676507149E-06,127.7020509
0,0,0,15049.74365,4.301107358E-05,-65.72112574,5.142763159E-06,147.4262797
0,0,0,15050.50659,4.472254463E-05,-64.1386047,6.146596089E-06,167.0489483
0,0,0,15051.26953,4.752176352E-05,-60.82956921,6.57473909E-06,-174.3799981
0,0,0,15052.03247,4.988607749E-05,-55.25135327,6.434887282E-06,-157.7533241
0,0,0,15052.79541,5.042932922E-05,-48.34011337,5.864569671E-06,-144.2031727
0,0,0,15053.55835,4.866294287E-05,-41.58366768,5.112800721E-06,-135.0470062
0,0,0,15054.32129,4.51453781E-05,-36.51311582,4.474278093E-06,-130.8851204
0,0,0,15055.08423,4.124212427E-05,-34.27398425,4.142230806E-06,-129.8332407
0,0,0,15055.84717,3.848421636E-05,-34.77258243,4.070481679E-06,-128.2434728
0,0,0,15056.61011,0.000037582,-36.15742786,4.069840811E-06,-124.4369848
0,0,0,15057.37305,3.793122735E-05,-36.30813452,4.01562689E-06,-119.1069414
0,0,0,15058.13599,3.832144832E-05,-34.7129622,3.899279045E-06,-113.1254581
0,0,0,15058.89893,3.792467442E-05,-32.28611105,3.746894705E-06,-106.2985559
0,0,0,15059.66187,3.667982692E-05,-30.3488262,3.528618992E-06,-97.61424012
0,0,0,15060.4248,3.519223032E-05,-29.89544024,3.150286926E-06,-86.24978471
0,0,0,15061.18774,3.435655032E-05,-30.94060993,2.521882984E-06,-71.98231068
0,0,0,15061.95068,3.474871318E-05,-32.1859564,1.625294523E-06,-54.36498118
0,0,0,15062.71362,3.612011413E-05,-31.90472164,5.476376503E-07,-24.42358558
0,0,0,15063.47656,3.751558402E-05,-29.36488261,6.781546587E-07,135.295963
0,0,0,15064.2395,3.787043701E-05,-25.14539167,1.732750027E-06,161.4086837
0,0,0,15065.00244,3.65706165E-05,-20.68497273,0.000002591,178.375565
0,0,0,15065.76538,3.384109765E-05,-17.96276378,3.204583042E-06,-167.7562856
0,0,0,15066.52832,3.098092439E-05,-18.95958633,3.621227982E-06,-156.2594449
0,0,0,15067.29126,3.001324012E-05,-23.45403111,0.000003926,-146.1993259
0,0,0,15068.0542,0.00003196,-26.99305537,4.153103219E-06,-136.2124944
0,0,0,15068.81714,3.545161372E-05,-25.52962953,4.241059164E-06,-125.424471
0,0,0,15069.58008,0.000038087,-19.30463191,4.085351619E-06,-114.2534405
0,0,0,15070.34302,3.812270743E-05,-10.49994331,3.644881383E-06,-104.706406
0,0,0,15071.10596,3.501027732E-05,-1.536039266,3.053858209E-06,-100.7424528
0,0,0,15071.8689,2.94753904E-05,4.750659918,2.70773659E-06,-105.9459859
0,0,0,15072.63184,2.352250581E-05,4.632204797,2.989557279E-06,-111.9445472
0,0,0,15073.39478,0.000019983,-3.620119932,3.651320082E-06,-106.8336119
0,0,0,15074.15771,1.996751736E-05,-12.23903371,4.178598777E-06,-92.03657085
0,0,0,15074.92065,2.097383951E-05,-13.61767932,4.252780691E-06,-71.39998632
0,0,0,15075.68359,2.028662814E-05,-10.34186041,3.767349422E-06,-46.62721567
0,0,0,15076.44653,1.723522785E-05,-8.704852815,2.791900712E-06,-17.19663191
0,0,0,15077.20947,1.348786299E-05,-17.72592436,1.56405348E-06,23.24733105
0,0,0,15077.97241,1.308405795E-05,-40.13063038,7.955296343E-07,113.5942996
0,0,0,15078.73535,1.707616625E-05,-52.85586354,1.45665365E-06,-163.0709836
0,0,0,15079.49829,2.156161624E-05,-52.06795675,2.126887701E-06,-120.1057455
0,0,0,15080.26123,2.399430014E-05,-46.75800288,2.33632761E-06,-82.04425117
0,0,0,15081.02417,2.396233147E-05,-42.79441723,0.00000211,-40.11028309
0,0,0,15081.78711,2.288045253E-05,-44.1869791,1.744694533E-06,13.64278455
0,0,0,15082.55005,2.345289881E-05,-50.78809606,1.786212729E-06,78.60643689
0,0,0,15083.31299,2.714312352E-05,-55.49649263,2.335061196E-06,132.8979176
0,0,0,15084.07593,3.237928102E-05,-53.74431003,2.916151283E-06,173.7584555
0,0,0,15084.83887,3.672925463E-05,-47.25620015,3.20157085E-06,-151.9390985
0,0,0,15085.60181,3.867964577E-05,-38.93505712,3.079068362E-06,-120.5583401
0,0,0,15086.36475,3.790781121E-05,-31.12627996,2.582763577E-06,-90.15266667
0,0,0,15087.12769,3.516480471E-05,-25.77637524,1.848234842E-06,-58.54537298
0,0,0,15087.89062,3.199364169E-05,-24.27766518,1.081312471E-06,-19.70356697
0,0,0,15088.65356,3.006153864E-05,-26.26696245,6.157238979E-07,46.31720755
0,0,0,15089.4165,3.003413366E-05,-28.88032506,7.63537157E-07,114.1472731
0,0,0,15090.17944,3.10915791E-05,-29.34340065,1.050882656E-06,145.4873853
0,0,0,15090.94238,3.188069177E-05,-27.40567422,1.267581807E-06,161.5365139
0,0,0,15091.70532,3.152970603E-05,-24.47655691,1.451562205E-06,171.2049499
0,0,0,15092.46826,2.99425026E-05,-22.41265382,1.633847565E-06,178.8143869
0,0,0,15093.2312,0.000027789,-23.05453341,1.800683582E-06,-174.0344291
0,0,0,15093.99414,0.000026386,-27.29935973,1.948486464E-06,-167.5839915
0,0,0,15094.75708,2.704544266E-05,-33.1140464,0.00000212,-161.7249267
0,0,0,15095.52002,2.983023318E-05,-36.27728089,2.359771531E-06,-154.6617778
0,0,0,15096.28296,3.335680672E-05,-34.84795308,2.636574399E-06,-144.2385707
0,0,0,15097.0459,3.592177756E-05,-29.85693551,2.839948888E-06,-129.8051803
0,0,0,15097.80884,3.636224256E-05,-23.31934558,2.846148578E-06,-111.9890996
0,0,0,15098.57178,3.441221092E-05,-17.45237175,2.578138529E-06,-91.75084407
0,0,0,15099.33472,3.090138715E-05,-14.71453559,2.033197785E-06,-70.01617191
0,0,0,15100.09766,0.000027749,-17.05636519,1.283252641E-06,-47.99523437
0,0,0,15100.8606,2.70117883E-05,-22.75336198,4.58315757E-07,-31.58203821
0,0,0,15101.62354,2.873555434E-05,-26.103731,0.000000337,-155.5944388
0,0,0,15102.38647,3.081572981E-05,-24.63335151,9.0235034E-07,-140.5402865
0,0,0,15103.14941,3.128884032E-05,-20.40181658,1.203580023E-06,-115.2986815
0,0,0,15103.91235,2.962332494E-05,-16.7693404,1.219477371E-06,-87.57619468
0,0,0,15104.67529,2.69331221E-05,-17.06744394,1.002410269E-06,-57.01856499
0,0,0,15105.43823,0.000025562,-22.34324727,6.618756918E-07,-19.71336373
0,0,0,15106.20117,2.708990702E-05,-27.73954919,3.755522584E-07,39.68286294
0,0,0,15106.96411,3.029214127E-05,-27.81163992,3.886154211E-07,117.5184316
0,0,0,15107.72705,3.271105232E-05,-22.89266936,5.412764315E-07,161.3277035
0,0,0,15108.48999,3.278645195E-05,-15.83915866,6.496601431E-07,-173.3028415
0,0,0,15109.25293,3.034748007E-05,-9.547445502,7.329485071E-07,-155.0269387
0,0,0,15110.01587,2.647466394E-05,-6.770261951,0.00000084,-136.5505059
0,0,0,15110.77881,2.304757136E-05,-9.272849329,9.765982748E-07,-112.2856533
0,0,0,15111.54175,2.151216396E-05,-15.01120145,1.129808396E-06,-80.58822495
0,0,0,15112.30469,2.138880392E-05,-19.18899093,1.31645763E-06,-42.90434793
0,0,0,15113.06763,0.000021045,-20.94000351,1.570853853E-06,-2.580328189
0,0,0,15113.83057,1.978237369E-05,-23.81498921,1.890534152E-06,37.15849322
0,0,0,15114.59351,1.8757331E-05,-31.81329708,2.219285495E-06,75.11923752
0,0,0,15115.35645,2.020990965E-05,-42.67766498,2.483402656E-06,111.8071412
0,0,0,15116.11938,2.454365095E-05,-47.88316824,0.000002636,148.3715911
0,0,0,15116.88232,2.972577272E-05,-45.34636414,2.686544772E-06,-173.9769918
0,0,0,15117.64526,3.362117569E-05,-38.03346428,0.000002709,-134.5168231
0,0,0,15118.4082,3.494638051E-05,-28.72145857,2.813368703E-06,-93.97925219
0,0,0,15119.17114,3.328071786E-05,-19.4758466,0.000003072,-54.81628944
0,0,0,15119.93408,2.899522499E-05,-12.41902986,3.461194413E-06,-19.33760213
0,0,0,15120.69702,2.329615229E-05,-10.83333524,3.887669118E-06,11.86031194
0,0,0,15121.45996,1.855185782E-05,-19.68042683,4.247237594E-06,39.30713199
0,0,0,15122.2229,1.79776708E-05,-37.33041394,4.458510661E-06,63.64728561
0,0,0,15122.98584,2.174474106E-05,-48.51132621,4.478483877E-06,85.1723915
0,0,0,15123.74878,2.663915701E-05,-49.58988746,4.318187915E-06,103.7058611
0,0,0,15124.51172,3.034294267E-05,-45.79529033,4.059867044E-06,118.7623658
0,0,0,15125.27466,3.207829487E-05,-41.12276689,3.854132398E-06,130.3474105
0,0,0,15126.0376,3.227761344E-05,-38.09713031,0.000003849,140.4254769
0,0,0,15126.80054,3.234061059E-05,-37.79078911,0.00000406,152.690735
0,0,0,15127.56348,0.000033797,-38.73527777,4.34457171E-06,169.6659932
0,0,0,15128.32642,3.68572472E-05,-37.74148339,4.527189061E-06,-168.2848304
0,0,0,15129.08936,0.000040071,-33.25537253,4.508121354E-06,-141.6247693
0,0,0,15129.85229,4.154046871E-05,-26.19066741,4.293186258E-06,-110.8191763
0,0,0,15130.61523,4.008831285E-05,-18.66619202,3.96567401E-06,-76.50507623
0,0,0,15131.37817,3.589092746E-05,-13.55916422,3.612244438E-06,-40.13345544
0,0,0,15132.14111,3.092884892E-05,-14.53659958,0.000003237,-4.184697125
0,0,0,15132.90405,2.885435618E-05,-22.76856976,2.747214029E-06,28.50557814
0,0,0,15133.66699,3.182776009E-05,-30.3651231,2.045121871E-06,54.35390588
0,0,0,15134.42993,3.736625712E-05,-30.38052964,1.200559989E-06,61.14622933
0,0,0,15135.19287,4.18494731E-05,-24.72429298,1.080057628E-06,19.86292247
0,0,0,15135.95581,4.340926973E-05,-17.17060586,0.00000216,12.09367267
0,0,0,15136.71875,4.211652774E-05,-10.6990073,3.393647681E-06,26.64754638
0,0,0,15137.48169,3.963685459E-05,-7.328556717,4.43241868E-06,44.7424165
0,0,0,15138.24463,3.830091238E-05,-6.906225317,5.171493023E-06,62.34661135
0,0,0,15139.00757,3.916323284E-05,-6.238202929,5.642863155E-06,78.2270426
0,0,0,15139.77051,4.086915738E-05,-2.347664928,5.968941126E-06,92.40979169
0,0,0,15140.53345,4.11235994E-05,4.637820899,6.260188488E-06,106.0000198
0,0,0,15141.29639,3.852663809E-05,12.58972091,6.506797531E-06,120.5187694
0,0,0,15142.05933,3.328367142E-05,18.42230579,6.570550365E-06,136.9025835
0,0,0,15142.82227,2.738065867E-05,18.10252794,6.281893811E-06,155.1902627
0,0,0,15143.58521,2.422593886E-05,9.761624266,5.545646142E-06,174.8370113
0,0,0,15144.34814,2.562511325E-05,1.59694302,0.000004394,-165.0514891
0,0,0,15145.11108,2.894533479E-05,1.619140327,2.985313791E-06,-146.0285098
0,0,0,15145.87402,3.079227768E-05,7.830517291,1.571865044E-06,-132.687624
0,0,0,15146.63696,0.000029596,16.07562374,5.555704313E-07,-155.0588739
0,0,0,15147.3999,2.546364632E-05,22.50701728,7.344858754E-07,146.9008751
0,0,0,15148.16284,1.994933428E-05,21.97824713,9.930513151E-07,147.2481768
0,0,0,15148.92578,1.629015941E-05,8.379730663,9.29852908E-07,147.8724594
0,0,0,15149.68872,1.775781896E-05,-9.759187778,9.082102141E-07,132.5740912
0,0,0,15150.45166,2.269137088E-05,-16.1013298,1.26645615E-06,125.6369923
0,0,0,15151.2146,2.774929411E-05,-13.28964742,1.692113804E-06,139.8540229
0,0,0,15151.97754,3.133543621E-05,-6.719569275,1.868735634E-06,166.8882058
0,0,0,15152.74048,3.297785918E-05,0.8192926857,1.751636537E-06,-153.4703239
0,0,0,15153.50342,3.278181017E-05,7.74947081,1.691296619E-06,-96.52699471
0,0,0,15154.26636,3.12775964E-05,12.85032788,2.2547992E-06,-37.40385498
0,0,0,15155.0293,2.940392139E-05,15.20346627,3.290362891E-06,5.988591729
0,0,0,15155.79224,2.830165057E-05,15.0383881,4.304639163E-06,38.95196906
0,0,0,15156.55518,2.860774201E-05,14.55001577,4.964565773E-06,66.24648073
0,0,0,15157.31812,2.977974091E-05,16.2990124,5.118320269E-06,89.15986216
0,0,0,15158.08105,3.048655656E-05,20.77652109,4.81075025E-06,107.1048286
0,0,0,15158.84399,2.962012452E-05,26.41946172,0.000004299,118.5323934
0,0,0,15159.60693,2.702613225E-05,30.47095541,0.00000398,123.5378914
0,0,0,15160.36987,2.392379356E-05,29.56029964,0.000004069,127.6262564
0,0,0,15161.13281,2.274020035E-05,22.91237605,4.323457646E-06,136.5682737
0,0,0,15161.89575,2.48790649E-05,17.32648005,4.336726014E-06,150.3710702
0,0,0,15162.65869,2.858820154E-05,18.77467208,3.869583971E-06,166.3880991
0,0,0,15163.42163,0.000031124,25.7847922,2.911366168E-06,-179.0043502
0,0,0,15164.18457,0.000030844,34.75005714,1.687866525E-06,-175.3392131
0,0,0,15164.94751,2.761577265E-05,41.94439943,1.08015058E-06,142.563019
0,0,0,15165.71045,2.300088586E-05,42.70582668,1.968460912E-06,118.099639
0,0,0,15166.47339,2.032615433E-05,33.70777411,2.96873327E-06,126.2778003
0,0,0,15167.23633,2.208715642E-05,23.55096432,3.624199059E-06,140.3253796
0,0,0,15167.99927,0.000026073,22.34330879,3.914340137E-06,154.5448308
0,0,0,15168.76221,2.884615982E-05,27.33912357,3.962616672E-06,167.3990263
0,0,0,15169.52515,2.895437319E-05,33.06179685,3.920272982E-06,179.3028887
0,0,0,15170.28809,2.71750947E-05,34.81049991,0.000003846,-167.9917511
0,0,0,15171.05103,2.63308124E-05,30.18662555,3.668150432E-06,-152.8650492
0,0,0,15171.81396,2.920794148E-05,24.40220757,3.269087254E-06,-134.9139847
0,0,0,15172.5769,3.499910792E-05,24.83870739,2.590080276E-06,-114.8169955
0,0,0,15173.33984,4.061527165E-05,31.27239025,1.675199024E-06,-94.43471577
0,0,0,15174.10278,4.373745288E-05,40.35042437,6.73850348E-07,-83.55527327
0,0,0,15174.86572,4.367326455E-05,49.07039187,4.68478776E-07,-174.6948921
0,0,0,15175.62866,4.141218883E-05,54.97620636,1.194669944E-06,-168.396605
0,0,0,15176.3916,3.930554706E-05,56.81931407,1.673130422E-06,-140.7753542
0,0,0,15177.15454,3.963658658E-05,56.55636672,1.850357193E-06,-107.5061045
0,0,0,15177.91748,4.238578658E-05,58.41533464,1.794717479E-06,-69.59333739
0,0,0,15178.68042,4.528139912E-05,64.13085804,1.628627111E-06,-27.11631953
0,0,0,15179.44336,4.601352761E-05,72.37998301,1.455119853E-06,18.41140111
0,0,0,15180.2063,4.358256024E-05,80.81703103,1.285432275E-06,63.95387197
0,0,0,15180.96924,3.858437191E-05,86.74612227,1.057202289E-06,108.1198908
0,0,0,15181.73218,3.313931549E-05,87.32747253,7.333990144E-07,154.6444436
0,0,0,15182.49512,3.019355848E-05,82.07694985,4.158140729E-07,-136.9416984
0,0,0,15183.25806,3.106451387E-05,76.52105077,5.10871944E-07,-43.46711407
0,0,0,15184.021,3.377447284E-05,75.92590586,8.67356469E-07,5.198668153
0,0,0,15184.78394,3.559607134E-05,79.47846977,1.16109823E-06,34.64515351
0,0,0,15185.54687,3.522748763E-05,84.09328592,0.000001345,55.08467807
0,0,0,15186.30981,3.297079798E-05,86.80495746,1.481935721E-06,69.10625381
0,0,0,15187.07275,3.039217289E-05,85.38353582,1.667599917E-06,80.17686091
0,0,0,15187.83569,2.955420794E-05,80.14304936,1.926762128E-06,92.70845436
0,0,0,15188.59863,3.140067187E-05,75.11848794,2.187878676E-06,108.619114
0,0,0,15189.36157,0.000034898,73.71475033,0.000002358,127.2922555
0,0,0,15190.12451,3.834020058E-05,75.69258379,2.387312653E-06,147.424414
0,0,0,15190.88745,4.062760876E-05,79.23435222,2.289890841E-06,167.8978165
0,0,0,15191.65039,4.156127262E-05,82.58910356,2.133484039E-06,-171.8610244
0,0,0,15192.41333,4.177155072E-05,84.53760326,2.008463411E-06,-151.3484371
0,0,0,15193.17627,4.245135622E-05,84.86445187,1.986582425E-06,-128.7135621
0,0,0,15193.93921,4.467966771E-05,84.82010416,2.100744368E-06,-102.0401804
0,0,0,15194.70215,4.854019574E-05,86.38202595,0.000002359,-71.28391876
0,0,0,15195.46509,0.000052929,90.6237434,0.000002751,-38.1933279
0,0,0,15196.22803,0.000056233,97.24893999,3.233582029E-06,-4.619074144
0,0,0,15196.99097,5.711473228E-05,105.196611,3.731721305E-06,28.49366254
0,0,0,15197.75391,5.500820559E-05,113.1039958,4.164557816E-06,60.95352178
0,0,0,15198.51685,5.037472061E-05,119.4101572,4.47407708E-06,92.8778109
0,0,0,15199.27979,4.473713201E-05,122.5213902,0.000004642,124.4146348
0,0,0,15200.04272,4.024437268E-05,121.8003607,0.00000469,155.6170158
0,0,0,15200.80566,3.831724653E-05,119.2390129,4.666053653E-06,-173.6078422
0,0,0,15201.5686,0.000038215,118.2635316,4.620695452E-06,-143.4836367
0,0,0,15202.33154,3.778115127E-05,119.8734119,4.584885145E-06,-114.2659166
0,0,0,15203.09448,0.000035466,122.1309943,0.000004555,-86.10090877
0,0,0,15203.85742,3.144842635E-05,121.5376219,4.489712818E-06,-58.95803031
0,0,0,15204.62036,2.794635811E-05,114.4845545,4.319126082E-06,-32.70380409
0,0,0,15205.3833,2.819160153E-05,102.6929447,3.964627387E-06,-7.267248435
0,0,0,15206.14624,3.271935272E-05,94.92169877,3.366915918E-06,17.14552278
0,0,0,15206.90918,3.872942258E-05,94.14069269,2.515601763E-06,39.56539575
0,0,0,15207.67212,4.368307405E-05,97.37363506,1.480297665E-06,55.74457168
0,0,0,15208.43506,4.665609852E-05,101.6481995,5.88831393E-07,31.77656396
0,0,0,15209.198,4.806640218E-05,105.2312867,1.086530167E-06,-21.33412666
0,0,0,15209.96094,4.901839352E-05,107.6673323,0.000001899,-11.30466725
0,0,0,15210.72388,5.039560364E-05,109.6635942,2.375696886E-06,7.516609915
0,0,0,15211.48682,5.216286598E-05,112.3025034,0.000002397,26.80146234
0,0,0,15212.24976,5.349258015E-05,116.0178398,1.978055414E-06,42.49220931
0,0,0,15213.0127,5.349785021E-05,120.3397901,1.304347773E-06,45.04240252
0,0,0,15213.77563,5.185861069E-05,124.2621709,1.02245069E-06,12.62856137
0,0,0,15214.53857,4.904155387E-05,126.6655907,0.000001679,-6.476442288
0,0,0,15215.30151,4.615462545E-05,126.776964,2.508615526E-06,-0.1338943574
0,0,0,15216.06445,4.446179419E-05,124.8071652,3.145732232E-06,11.93410133
0,0,0,15216.82739,4.465621826E-05,122.2137523,3.543554644E-06,23.93728271
0,0,0,15217.59033,4.642793569E-05,120.7194351,3.798698552E-06,34.29317631
0,0,0,15218.35327,4.880242016E-05,121.0563087,4.046191675E-06,43.71440599
0,0,0,15219.11621,5.080264181E-05,122.9053702,4.326676091E-06,54.20484381
0,0,0,15219.87915,5.184605914E-05,125.4880893,4.536657624E-06,67.15781711
0,0,0,15220.64209,5.185449003E-05,127.9943504,4.512807247E-06,82.50567427
0,0,0,15221.40503,5.120311556E-05,129.8324926,4.142561217E-06,99.22440891
0,0,0,15222.16797,5.050133054E-05,130.8597842,3.423335213E-06,115.6694255
0,0,0,15222.93091,5.019335071E-05,131.4799493,2.476668287E-06,128.854639
0,0,0,15223.69385,5.019763555E-05,132.3159197,1.559124586E-06,131.3985787
0,0,0,15224.45679,4.995651714E-05,133.580866,1.113375431E-06,112.4144142
0,0,0,15225.21973,4.894831476E-05,134.7299918,1.268517632E-06,98.56465029
0,0,0,15225.98267,0.000047304,134.6717644,1.41976691E-06,105.3469015
0,0,0,15226.74561,4.609950767E-05,132.5604954,1.269737877E-06,120.5800065
0,0,0,15227.50854,4.686575017E-05,129.077813,8.231222181E-07,137.7336378
0,0,0,15228.27148,5.024487375E-05,126.6137527,2.102549749E-07,143.0035559
0,0,0,15229.03442,5.519858786E-05,127.041808,4.41429005E-07,10.98925477
0,0,0,15229.79736,5.985155286E-05,130.277861,9.439382124E-07,23.97729159
0,0,0,15230.5603,6.272236065E-05,135.1029962,1.249061301E-06,37.8381732
0,0,0,15231.32324,6.331766288E-05,140.1481598,1.382679079E-06,48.12991221
0,0,0,15232.08618,6.215967163E-05,144.3501856,1.455784876E-06,54.57015373
0,0,0,15232.84912,6.038905969E-05,147.2660807,0.000001565,60.75291486
0,0,0,15233.61206,5.901744832E-05,149.2921772,1.680728183E-06,71.18528194
0,0,0,15234.375,5.821551682E-05,151.3528333,1.686781548E-06,87.35705602
0,0,0,15235.13794,5.727746927E-05,154.0549643,1.498625744E-06,109.5035812
0,0,0,15235.90088,5.531315456E-05,157.1473942,1.135492434E-06,140.6201113
0,0,0,15236.66382,5.200462895E-05,159.6534851,8.03842863E-07,-167.6722595
0,0,0,15237.42676,0.00004794,160.3340045,9.393201064E-07,-102.3876794
0,0,0,15238.1897,4.442794995E-05,158.4139522,1.444763254E-06,-62.67445912
0,0,0,15238.95264,4.276014007E-05,154.5439735,1.998140379E-06,-38.75800158
0,0,0,15239.71558,4.324579175E-05,150.7446923,2.519448237E-06,-21.21326639
0,0,0,15240.47852,0.000045061,148.590506,3.002447818E-06,-6.021354464
0,0,0,15241.24146,4.713115032E-05,148.1358244,3.406073767E-06,9.08598236
0,0,0,15242.00439,4.889215559E-05,148.6364639,3.622244435E-06,25.09295997
0,0,0,15242.76733,0.000050372,149.4634142,3.514779582E-06,41.84843759
0,0,0,15243.53027,5.185832073E-05,150.4720742,2.989063988E-06,58.11867053
0,0,0,15244.29321,5.34990865E-05,151.9110559,2.061224905E-06,70.04361852
0,0,0,15245.05615,5.509533143E-05,154.0751725,1.023581926E-06,57.03261508
0,0,0,15245.81909,5.617929538E-05,156.9939828,1.289116995E-06,-0.6905770144
0,0,0,15246.58203,5.627307977E-05,160.3347419,2.466068787E-06,-2.453635144
0,0,0,15247.34497,5.517150076E-05,163.4682783,3.410704349E-06,10.53138777
0,0,0,15248.10791,5.315650083E-05,165.6256522,3.85132411E-06,25.1163847
0,0,0,15248.87085,0.000051053,166.2255741,3.756494937E-06,36.93698531
0,0,0,15249.63379,4.994579249E-05,165.4460735,3.337623417E-06,41.74631425
0,0,0,15250.39673,0.000050466,164.5333598,3.084512035E-06,36.59237438
0,0,0,15251.15967,0.000052165,164.9745361,3.43671253E-06,29.15367183
0,0,0,15251.92261,5.375834357E-05,167.2436013,4.189387489E-06,29.26846347
0,0,0,15252.68555,5.402787171E-05,170.5937536,4.891125583E-06,35.04826499
0,0,0,15253.44849,5.261131334E-05,173.6080544,5.355296714E-06,41.9201384
0,0,0,15254.21143,5.035451057E-05,174.8729558,5.7052634E-06,47.31212633
0,0,0,15254.97437,4.901774286E-05,174.0301265,6.227312554E-06,51.71693563
0,0,0,15255.7373,4.99918603E-05,172.8073878,7.061660139E-06,58.09275575
0,0,0,15256.50024,5.280516035E-05,173.7949555,8.014452119E-06,68.51110804
0,0,0,15257.26318,5.536635429E-05,177.8896302,8.711292953E-06,82.75706961
0,0,0,15258.02612,5.5553367E-05,-175.9401176,8.825273722E-06,99.63713016
0,0,0,15258.78906,5.237942731E-05,-169.6534427,8.193244807E-06,117.9250815
0,0,0,15259.552,4.649121631E-05,-165.7744347,6.845445233E-06,136.4361108
0,0,0,15260.31494,4.034170825E-05,-167.0786966,4.986875979E-06,153.5375016
0,0,0,15261.07788,3.749925837E-05,-173.7840428,2.958846787E-06,165.1240793
0,0,0,15261.84082,3.953391458E-05,-179.9512427,1.317261265E-06,151.4910129
0,0,0,15262.60376,4.388311558E-05,179.54755,1.355596081E-06,96.92962078
0,0,0,15263.3667,0.000047024,-176.3173169,2.125741542E-06,90.50672006
0,0,0,15264.12964,4.712286235E-05,-170.5891301,2.500351135E-06,96.93203291
0,0,0,15264.89258,4.431711576E-05,-166.1257868,0.000002519,101.8761979
0,0,0,15265.65552,4.040683725E-05,-165.2753924,2.476418668E-06,102.1264374
0,0,0,15266.41846,3.806773001E-05,-168.4614016,2.620883426E-06,101.5496404
0,0,0,15267.1814,3.888436635E-05,-172.3104454,2.89416013E-06,106.0792551
0,0,0,15267.94434,4.174808205E-05,-172.8510736,3.060170442E-06,116.4275742
0,0,0,15268.70728,4.426505911E-05,-169.7205923,2.956093147E-06,130.6655653
0,0,0,15269.47021,4.480584365E-05,-164.789965,2.553332234E-06,147.3982179
0,0,0,15270.23315,4.309266196E-05,-160.1897156,1.923149004E-06,166.8230417
0,0,0,15270.99609,4.001447429E-05,-157.7171268,1.196264435E-06,-166.5227063
0,0,0,15271.75903,3.714520089E-05,-158.288058,6.59842295E-07,-108.724265
0,0,0,15272.52197,3.587422398E-05,-160.9652253,9.830907848E-07,-34.94863306
0,0,0,15273.28491,0.000036417,-163.2696774,1.741523843E-06,-2.953254696
0,0,0,15274.04785,0.000037808,-163.560358,0.000002527,17.69631321
0,0,0,15274.81079,3.892458899E-05,-162.0988906,3.207348459E-06,35.70001994
0,0,0,15275.57373,0.000039262,-160.0507641,0.000003675,52.90940445
0,0,0,15276.33667,3.904423361E-05,-158.4462282,3.849888873E-06,69.58333726
0,0,0,15277.09961,3.89157609E-05,-157.572636,3.706144938E-06,85.50692611
0,0,0,15277.86255,3.938879694E-05,-156.7641007,3.277114606E-06,100.4028336
0,0,0,15278.62549,4.034609079E-05,-154.9411908,2.629885922E-06,114.2363372
0,0,0,15279.38843,4.103566586E-05,-151.5811968,1.818831877E-06,127.5474672
0,0,0,15280.15137,4.055956721E-05,-147.1539614,8.523427861E-07,142.23832
0,0,0,15280.91431,3.845352873E-05,-142.9734287,2.992221526E-07,-37.13839587
0,0,0,15281.67725,3.512189339E-05,-140.946553,1.611665012E-06,-13.72217822
0,0,0,15282.44019,3.203521152E-05,-142.8528167,0.000003005,4.146421741
0,0,0,15283.20312,3.118384321E-05,-147.9460401,4.291460943E-06,22.76998847
0,0,0,15283.96606,3.323080754E-05,-151.6482931,5.233153073E-06,42.03649347
0,0,0,15284.729,3.654010594E-05,-150.6406071,5.606500052E-06,61.37700029
0,0,0,15285.49194,3.881558859E-05,-145.7063099,5.274600463E-06,79.79011647
0,0,0,15286.25488,3.865248178E-05,-139.3003674,4.254623561E-06,95.03095363
0,0,0,15287.01782,3.601650722E-05,-134.1511825,2.818752857E-06,99.86786396
0,0,0,15287.78076,3.234525013E-05,-132.9820021,1.952568296E-06,73.03682889
0,0,0,15288.5437,3.017621447E-05,-136.6922588,2.928526121E-06,48.00702845
0,0,0,15289.30664,3.123185363E-05,-141.0201372,0.000004403,52.82134317
0,0,0,15290.06958,3.429894913E-05,-140.5736134,5.438458517E-06,66.31272482
0,0,0,15290.83252,3.666748652E-05,-135.0833933,0.000005771,81.19013818
0,0,0,15291.59546,3.643584017E-05,-127.0597048,5.425659143E-06,94.14891897
0,0,0,15292.3584,3.313956644E-05,-119.360326,4.667481534E-06,102.0936591
0,0,0,15293.12134,2.7721474E-05,-115.3178947,3.96622689E-06,102.2151568
0,0,0,15293.88428,2.247260927E-05,-119.0083673,3.760813167E-06,97.08293926
0,0,0,15294.64722,2.035163112E-05,-130.6272912,3.977912779E-06,95.03110808
0,0,0,15295.41016,2.198585392E-05,-140.4021131,4.173853452E-06,97.97680082
0,0,0,15296.1731,2.48037742E-05,-142.9964497,4.102848831E-06,101.9139633
0,0,0,15296.93604,2.676681593E-05,-141.7828311,3.878052615E-06,102.5050294
