Position (um),2H Intensity (a.u.),3H Intensity (a.u.),Wavenumber (cm^-1),2H Amplitude (a.u.),2H Phase (deg),3H Amplitude (a.u.),3H Phase (deg)
1106.6,0.0023054614,0.000533695,4221.343994,5.983449633E-05,33.7005636,1.099743261E-05,-68.7150098
1106.8,0.0023058716,0.0005336248,4222.106934,7.175131785E-05,54.48525317,0.000018715,-69.18605518
1107,0.0023061526,0.0005340457,4222.869873,8.408243293E-05,73.33290062,2.681965438E-05,-57.25826735
1107.2,0.0023059398,0.0005342241,4223.632812,9.527915122E-05,91.64755217,3.340669877E-05,-40.5538769
1107.4,0.0023057714,0.0005340019,4224.395752,0.0001036279,109.9637198,3.712477697E-05,-21.74966596
1107.6,0.0023052166,0.0005337012,4225.158691,0.0001077544,128.2951299,3.723307608E-05,-2.299617101
1107.8,0.0023044908,0.0005336968,4225.921631,0.0001071413,146.4107679,3.376808969E-05,16.43071705
1108,0.0023039589,0.0005338212,4226.68457,0.0001023668,164.0448512,2.765888872E-05,32.32526834
1108.2,0.0023042286,0.0005341641,4227.44751,9.49203769E-05,-178.8670886,2.088228552E-05,41.31057438
1108.4,0.002305177,0.0005340857,4228.210449,8.657061169E-05,-161.8689395,1.665990374E-05,38.88559096
1108.6,0.0023063344,0.000534033,4228.973389,0.000078523,-143.7222047,1.73356681E-05,34.82003309
1108.8,0.0023063329,0.0005338176,4229.736328,7.101761171E-05,-122.5109374,2.045361743E-05,43.85200205
1109,0.0023060586,0.0005341501,4230.499268,6.397981815E-05,-96.10960418,2.27746413E-05,63.93995098
1109.2,0.0023069809,0.0005343856,4231.262207,5.836056504E-05,-62.86419064,2.314417575E-05,90.94896251
1109.4,0.0023080812,0.0005344114,4232.025146,5.658632499E-05,-23.33546354,2.178360499E-05,123.1899573
1109.6,0.0023082498,0.0005339716,4232.788086,6.022717863E-05,17.91992153,1.957230088E-05,159.9416555
1109.8,0.0023076432,0.0005332498,4233.551025,6.707019622E-05,56.04465008,1.74059029E-05,-160.2118107
1110,0.0023070846,0.000532497,4234.313965,7.245277381E-05,89.90250476,1.555530994E-05,-120.2581064
1110.2,0.0023061462,0.0005319438,4235.076904,0.00007215,120.2225507,1.353176892E-05,-83.59177363
1110.4,0.0023051811,0.0005319355,4235.839844,6.367915794E-05,147.3100799,1.069943828E-05,-53.15122535
1110.6,0.0023043067,0.0005326239,4236.602783,0.000046818,169.3730476,7.059700756E-06,-35.55019167
1110.8,0.0023031574,0.0005330985,4237.365723,2.522959896E-05,173.9834425,4.77217822E-06,-54.48390934
1111,0.0023018372,0.000532841,4238.128662,2.225262318E-05,122.1067697,7.829463369E-06,-73.8568967
1111.2,0.0022999489,0.0005328961,4238.891602,4.745443341E-05,116.9450856,0.000012837,-60.79783645
1111.4,0.0022992791,0.0005334371,4239.654541,7.31058322E-05,135.334546,1.734163101E-05,-39.3313636
1111.6,0.0022996159,0.0005335425,4240.41748,9.135078241E-05,158.1424737,2.055742024E-05,-16.41608496
1111.8,0.0023008055,0.0005331922,4241.18042,9.852374955E-05,-178.3073804,2.227649447E-05,5.429249591
1112,0.0023025192,0.0005331603,4241.943359,9.314213262E-05,-155.8425567,2.279291101E-05,24.4985487
1112.2,0.0023035492,0.0005332677,4242.706299,7.632370993E-05,-137.1669235,2.295386564E-05,39.52424335
1112.4,0.0023031578,0.0005331835,4243.469238,0.00005368,-129.8294773,2.404168169E-05,50.81391675
1112.6,0.0023024945,0.0005330017,4244.232178,4.338627851E-05,-148.4136565,2.710016929E-05,61.25693291
1112.8,0.0023025275,0.0005327666,4244.995117,0.000064203,-161.2883187,3.210437979E-05,73.95187422
1113,0.0023046052,0.0005337844,4245.758057,9.715928168E-05,-150.153206,3.808522623E-05,89.5115205
1113.2,0.0023068217,0.0005348635,4246.520996,0.0001274031,-129.925164,4.383326045E-05,106.8636163
1113.4,0.0023080641,0.0005351997,4247.283936,0.0001488738,-106.3948195,4.835968912E-05,124.6517739
1113.6,0.0023089033,0.0005348692,4248.046875,0.0001587723,-81.54045341,5.113653416E-05,141.6824884
1113.8,0.0023082021,0.000534188,4248.809814,0.0001564609,-56.27399063,5.226736488E-05,156.9722912
1114,0.0023068194,0.0005339874,4249.572754,0.0001431148,-31.2245812,5.254825432E-05,169.8936409
1114.2,0.0023059531,0.0005334479,4250.335693,0.0001213689,-7.083613587,0.000053225,-179.4073833
1114.4,0.0023049013,0.0005324276,4251.098633,9.489175041E-05,15.04530299,5.528446555E-05,-169.7109287
1114.6,0.0023045587,0.0005318079,4251.861572,6.802330746E-05,32.97455257,5.865572969E-05,-159.3611902
1114.8,0.0023054714,0.0005317144,4252.624512,4.57645146E-05,42.24342058,0.000062147,-147.4445182
1115,0.0023063754,0.0005319352,4253.387451,3.372487606E-05,38.6114115,6.416359672E-05,-134.1409378
1115.2,0.0023067429,0.0005324194,4254.150391,3.293049396E-05,33.45668841,6.349274308E-05,-120.3317108
1115.4,0.0023076365,0.0005331906,4254.91333,3.577519173E-05,38.97154876,5.980029109E-05,-107.2839596
1115.6,0.0023083662,0.0005338377,4255.67627,3.686131775E-05,50.33920549,5.390263537E-05,-96.5785011
1115.8,0.0023097873,0.0005347291,4256.439209,0.000036089,61.27499936,4.783456067E-05,-89.78433046
1116,0.0023111239,0.0005359308,4257.202148,3.636846416E-05,69.01971971,4.426509817E-05,-86.81449785
1116.2,0.0023111667,0.0005360007,4257.965088,4.09908397E-05,76.903828,4.450456165E-05,-83.99461626
1116.4,0.0023099655,0.0005353934,4258.728027,5.031235273E-05,90.58894642,4.685057485E-05,-77.10035703
1116.6,0.0023090835,0.0005346707,4259.490967,6.205730301E-05,110.9986278,4.811957054E-05,-65.33262618
1116.8,0.0023085127,0.0005341182,4260.253906,7.377705148E-05,136.2770265,4.583409609E-05,-49.93525307
1117,0.002307994,0.0005340855,4261.016846,8.377526183E-05,164.7458284,3.888463101E-05,-32.23201557
1117.2,0.0023074522,0.0005337451,4261.779785,9.117467211E-05,-164.629128,2.742966111E-05,-13.1249878
1117.4,0.0023059887,0.0005322274,4262.542725,9.588757842E-05,-132.4893733,1.262039092E-05,7.155304365
1117.6,0.0023040161,0.0005306115,4263.305664,9.852873491E-05,-99.37403643,3.78160406E-06,-159.4926842
1117.8,0.0023040149,0.0005305382,4264.068604,0.0001001708,-65.96229268,1.974479687E-05,-136.4717187
1118,0.0023046971,0.0005312466,4264.831543,0.0001019495,-33.19576374,3.358339203E-05,-117.8419114
1118.2,0.0023049457,0.0005319138,4265.594482,0.0001047358,-2.162457912,4.425477512E-05,-100.8588421
1118.4,0.0023052421,0.0005322684,4266.357422,0.000109154,26.25599728,5.170628343E-05,-85.77861202
1118.6,0.0023051245,0.0005321855,4267.120361,0.0001158752,51.77906314,5.686556019E-05,-72.66934791
1118.8,0.0023037929,0.0005317557,4267.883301,0.000125662,74.92387584,6.114979256E-05,-60.9470955
1119,0.0023014654,0.0005315252,4268.64624,0.0001387766,96.80845457,6.552028429E-05,-49.33748302
1119.2,0.0023005199,0.0005320911,4269.40918,0.0001541657,118.5959108,6.971825767E-05,-36.53468145
1119.4,0.0023016721,0.0005321596,4270.172119,0.0001692409,141.0186261,7.239411459E-05,-21.92038757
1119.6,0.0023046386,0.0005324086,4270.935059,0.000180471,164.3160069,7.191642322E-05,-5.627965934
1119.8,0.0023063995,0.0005324947,4271.697998,0.0001843517,-171.5699391,6.714723476E-05,11.76459805
1120,0.0023055055,0.0005317591,4272.460937,0.0001783215,-146.8035878,5.785706391E-05,29.39642058
1120.2,0.0023027521,0.0005307438,4273.223877,0.0001614147,-121.5522256,4.482645219E-05,45.87476382
1120.4,0.0023011178,0.0005302964,4273.986816,0.0001345563,-95.94231295,0.000029835,57.8929973
1120.6,0.0023012353,0.0005303383,4274.749756,0.0001004619,-70.0276159,1.63371408E-05,53.27993857
1120.8,0.0023015525,0.0005305416,4275.512695,6.316368258E-05,-43.68305305,1.346538762E-05,12.74044482
1121,0.0023016228,0.0005308724,4276.275635,2.72678319E-05,-15.75575287,2.137945299E-05,-0.2460245571
1121.2,0.0023025166,0.0005313948,4277.038574,3.587208239E-06,155.4266898,2.87238483E-05,8.570848523
1121.4,0.0023042719,0.0005320743,4277.801514,2.468479125E-05,-152.4580382,3.266780931E-05,22.67669233
1121.6,0.0023063919,0.0005331411,4278.564453,3.602817862E-05,-125.356926,3.310841677E-05,37.82329842
1121.8,0.0023080165,0.0005337335,4279.327393,3.772743111E-05,-99.0625074,3.074112301E-05,52.51727695
1122,0.0023071966,0.0005330872,4280.090332,3.198050212E-05,-71.98633755,2.649249255E-05,66.08797374
1122.2,0.0023053066,0.0005320955,4280.853271,2.22301137E-05,-41.08807331,2.116680833E-05,78.1425424
1122.4,0.002303158,0.0005309769,4281.616211,1.308570134E-05,4.311119599,1.530313318E-05,87.88093641
1122.6,0.0023016011,0.0005301711,4282.37915,1.129090727E-05,72.41033621,0.000009355,91.57083091
1122.8,0.0023014801,0.0005300299,4283.14209,1.609169547E-05,115.0828578,4.668820149E-06,68.53522731
1123,0.0023025273,0.000530962,4283.905029,2.125649927E-05,135.5577373,5.704373454E-06,16.53393206
1123.2,0.0023028434,0.0005319785,4284.667969,2.531234193E-05,147.7943806,9.325554276E-06,10.55443516
1123.4,0.0023019715,0.0005319697,4285.430908,2.754730293E-05,156.0376262,1.147439949E-05,18.19613748
1123.6,0.0023008419,0.0005313733,4286.193848,2.724856361E-05,159.0646667,1.122105751E-05,26.16584045
1123.8,0.0022994607,0.0005305309,4286.956787,0.000026183,150.9382516,8.947305895E-06,24.1709771
1124,0.0022985702,0.000530063,4287.719727,3.184819465E-05,133.3981436,8.034625074E-06,-3.991612212
1124.2,0.0022978342,0.0005299797,4288.482666,4.919546557E-05,126.4887814,1.316822466E-05,-25.25228238
1124.4,0.0022970807,0.0005299903,4289.245605,7.381870659E-05,132.0635655,2.150143374E-05,-22.45789883
1124.6,0.0022968033,0.0005302087,4290.008545,9.999280139E-05,143.3543627,3.010813463E-05,-11.41072739
1124.8,0.0022969233,0.0005298853,4290.771484,0.0001231981,156.5245865,3.756671733E-05,1.858603108
1125,0.0022967786,0.0005295571,4291.534424,0.0001406577,169.5530006,4.322569133E-05,15.16933265
1125.2,0.0022963161,0.0005294992,4292.297363,0.000152074,-178.7745958,0.000047076,27.57046749
1125.4,0.00229616,0.0005297982,4293.060303,0.0001597705,-168.9950484,4.957020525E-05,38.76472716
1125.6,0.0022956242,0.0005294041,4293.823242,0.0001673204,-160.6911953,5.12647654E-05,48.96360952
1125.8,0.0022940217,0.0005284756,4294.586182,0.0001766765,-152.5691167,5.24376939E-05,58.66146945
1126,0.0022914475,0.0005272873,4295.349121,0.0001860501,-143.3949982,0.000052957,68.26123789
1126.2,0.0022901679,0.0005268487,4296.112061,0.0001908549,-132.8980279,5.249183626E-05,77.81181719
1126.4,0.0022906985,0.0005273316,4296.875,0.0001866474,-121.819111,5.08414017E-05,87.03886306
1126.6,0.0022935129,0.0005281968,4297.637939,0.0001717671,-111.6503482,4.808631767E-05,95.56587914
1126.8,0.0022966974,0.0005288989,4298.400879,0.0001490017,-104.6323715,4.446149538E-05,103.1101874
1127,0.0022984762,0.0005294277,4299.163818,0.0001264412,-103.5159038,4.010020621E-05,109.4202234
1127.2,0.0022995237,0.0005295898,4299.926758,0.0001154953,-108.5727499,3.498940497E-05,113.74169
1127.4,0.0022999236,0.000529594,4300.689697,0.000120759,-113.453779,2.947020229E-05,113.814861
1127.6,0.0023000948,0.0005301269,4301.452637,0.0001333093,-112.7350185,2.538656618E-05,105.7465615
1127.8,0.0022999952,0.0005308183,4302.215576,0.0001418483,-107.7180935,2.643162762E-05,91.56367659
1128,0.0022993215,0.0005307755,4302.978516,0.0001412643,-101.8052484,3.365335181E-05,84.27811131
1128.2,0.0022986975,0.0005303927,4303.741455,0.0001333111,-98.15258423,4.359970673E-05,87.29178683
1128.4,0.0022976051,0.0005298574,4304.504395,0.0001254383,-98.88525061,5.279022165E-05,96.13510368
1128.6,0.002296635,0.0005299192,4305.267334,0.0001268644,-102.743536,5.919864334E-05,107.1828525
1128.8,0.002296065,0.0005303596,4306.030273,0.0001404446,-104.8503156,6.229464032E-05,118.1252988
1129,0.0022960934,0.0005308732,4306.793213,0.0001604186,-102.3941402,6.311212533E-05,127.4840028
1129.2,0.0022963263,0.0005310851,4307.556152,0.0001794215,-96.15625705,6.38955345E-05,134.973672
1129.4,0.0022952362,0.0005302398,4308.319092,0.0001929114,-87.70422262,6.668562919E-05,142.1711828
1129.6,0.0022946022,0.0005294675,4309.082031,0.000199014,-78.08831061,7.144572281E-05,151.6124689
1129.8,0.0022943052,0.0005291921,4309.844971,0.0001970749,-67.8074511,7.587543169E-05,164.709842
1130,0.0022948973,0.0005297024,4310.60791,0.0001865025,-57.08677625,7.701761993E-05,-178.6072642
1130.2,0.0022958145,0.0005301153,4311.37085,0.0001665034,-46.22553261,7.271781433E-05,-158.9020821
1130.4,0.0022967455,0.0005299262,4312.133789,0.000136747,-36.06271966,6.224963487E-05,-136.4394488
1130.6,0.0022978307,0.0005300156,4312.896729,9.869932317E-05,-29.15689659,4.643492284E-05,-110.4295174
1130.8,0.0022984055,0.0005306685,4313.659668,5.890482506E-05,-35.31736449,2.777351828E-05,-75.98924865
1131,0.0022989144,0.0005311606,4314.422607,4.526854657E-05,-78.78897881,1.383281261E-05,-4.285948149
1131.2,0.0022992584,0.0005314937,4315.185547,7.788417669E-05,-102.56985,2.198948039E-05,81.75650148
1131.4,0.0022990797,0.0005319091,4315.948486,0.0001186654,-99.35023959,3.639235144E-05,120.2374182
1131.6,0.0022984747,0.0005320033,4316.711426,0.000152334,-89.12497443,4.714774218E-05,147.2601235
1131.8,0.002298527,0.0005316091,4317.474365,0.0001742511,-77.00363057,5.282016806E-05,170.3224226
1132,0.0022993071,0.0005311748,4318.237305,0.0001831154,-64.77323307,5.373735109E-05,-168.980684
1132.2,0.0022993071,0.0005308242,4319.000244,0.0001798298,-53.45126246,5.101308252E-05,-150.1163127
1132.4,0.0022997955,0.0005306672,4319.763184,0.0001670375,-43.95238015,4.594085561E-05,-132.6408154
1132.6,0.002298822,0.0005304464,4320.526123,0.0001488778,-37.35749917,3.947814578E-05,-115.9135302
1132.8,0.0022974684,0.0005302025,4321.289062,0.00013093,-34.81620479,3.202254E-05,-99.1814716
1133,0.0022969796,0.0005303158,4322.052002,0.000119569,-36.41879897,2.360634684E-05,-81.97655126
1133.2,0.002298062,0.000530989,4322.814941,0.0001188786,-39.35328261,1.432879194E-05,-64.96477693
1133.4,0.0023005805,0.000531911,4323.577881,0.000126797,-39.46124789,4.784110506E-06,-57.96779571
1133.6,0.0023031417,0.0005325985,4324.34082,0.0001368583,-35.23516422,5.240470141E-06,-174.6138757
1133.8,0.0023055449,0.0005332838,4325.10376,0.0001430564,-27.65943317,0.00001315,-162.3181005
1134,0.0023090621,0.0005343713,4325.866699,0.0001420639,-18.31314008,1.908723727E-05,-139.5676434
1134.2,0.002309505,0.0005351438,4326.629639,0.0001333976,-8.665123197,2.250869928E-05,-114.4333763
1134.4,0.002307724,0.0005352604,4327.392578,0.0001189737,-0.035651247,2.344980113E-05,-88.2586352
1134.6,0.0023062686,0.0005350912,4328.155518,0.0001022583,6.481537596,2.236814271E-05,-61.97021339
1134.8,0.0023058598,0.0005346448,4328.918457,8.681389056E-05,10.49028631,1.997469243E-05,-36.91050476
1135,0.0023050601,0.0005338666,4329.681396,7.437065165E-05,12.89576178,1.709828937E-05,-15.30529193
1135.2,0.0023042731,0.0005329127,4330.444336,0.000063832,15.29145004,1.472420039E-05,-0.0954856274
1135.4,0.0023039814,0.0005325886,4331.207275,5.281853832E-05,17.91777383,1.404877248E-05,8.159696713
1135.6,0.0023045838,0.0005331366,4331.970215,4.042620676E-05,18.03163952,1.572661635E-05,15.51275605
1135.8,0.0023041041,0.0005330039,4332.733154,2.918529442E-05,8.651819262,0.000018996,27.46172268
1136,0.0023027821,0.0005322388,4333.496094,2.541253771E-05,-14.01028869,2.250841675E-05,43.27867547
1136.2,0.0023019691,0.0005319214,4334.259033,0.000030285,-29.51030755,2.522190988E-05,60.50264704
1136.4,0.0023021768,0.0005317575,4335.021973,3.614366773E-05,-31.08790959,2.660362843E-05,77.26305187
1136.6,0.0023033157,0.0005317918,4335.784912,3.839837501E-05,-27.22656974,2.664859098E-05,92.32324087
1136.8,0.0023036391,0.0005311838,4336.547852,3.667143446E-05,-23.78441551,2.578979288E-05,105.0154729
1137,0.0023036149,0.0005307409,4337.310791,3.305726679E-05,-24.35456721,2.461826632E-05,115.4586265
1137.2,0.0023028731,0.0005310988,4338.07373,3.045707227E-05,-29.53253162,2.346226267E-05,124.6264552
1137.4,0.0023019375,0.000531854,4338.83667,2.999535772E-05,-35.59247912,2.214336669E-05,133.6392998
1137.6,0.0023005818,0.000532761,4339.599609,3.021038181E-05,-39.77144767,2.019764185E-05,142.6925278
1137.8,0.0022994924,0.0005329429,4340.362549,2.992248182E-05,-44.09259429,1.736328873E-05,150.5229216
1138,0.0022981484,0.0005322958,4341.125488,3.043615798E-05,-51.03319392,1.397011423E-05,154.1813222
1138.2,0.0022978276,0.0005320177,4341.888428,3.408989152E-05,-57.51934215,1.112164674E-05,149.5308606
1138.4,0.0022987547,0.0005325286,4342.651367,4.042059576E-05,-57.89849036,1.020407653E-05,137.995049
1138.6,0.0022990375,0.0005326709,4343.414307,4.612042159E-05,-51.62427976,1.096221906E-05,131.0175826
1138.8,0.0022986862,0.0005317103,4344.177246,4.787527809E-05,-41.08542091,1.155686742E-05,131.8125501
1139,0.0022982149,0.0005309109,4344.940186,4.374313905E-05,-28.53443901,1.071220181E-05,134.7875096
1139.2,0.0022971779,0.0005303005,4345.703125,3.338079067E-05,-15.97290859,8.392143156E-06,130.4646923
1139.4,0.0022965913,0.0005297765,4346.466064,1.788943104E-05,-7.742127122,6.995322627E-06,101.5089569
1139.6,0.0022967593,0.0005293908,4347.229004,4.618214094E-06,-93.56565005,1.09967906E-05,73.32130344
1139.8,0.0022973018,0.0005296234,4347.991943,2.308890017E-05,-135.5642522,1.86231612E-05,71.48419495
1140,0.0022983594,0.0005301718,4348.754883,4.380231737E-05,-127.7816933,0.000027316,79.95416678
1140.2,0.0022994632,0.0005306062,4349.517822,0.000063811,-117.5314577,3.578172065E-05,92.00290169
1140.4,0.002300259,0.00053127,4350.280762,8.257070946E-05,-107.0032858,4.30802421E-05,105.3406592
1140.6,0.0023006656,0.0005319977,4351.043701,9.964758564E-05,-96.50072975,4.850790021E-05,118.8517256
1140.8,0.0023010826,0.0005317984,4351.806641,0.0001144626,-86.12812007,5.17198538E-05,131.7229037
1141,0.0023013838,0.0005304053,4352.56958,0.0001265044,-76.07733547,5.291332363E-05,143.2188313
1141.2,0.0023009679,0.0005294033,4353.33252,0.0001357758,-66.58153763,5.293634524E-05,152.7986962
1141.4,0.0023006784,0.0005293878,4354.095459,0.0001429839,-57.71878247,5.309576515E-05,160.5684426
1141.6,0.0023010269,0.0005301865,4354.858398,0.0001490612,-49.23488165,5.446005692E-05,167.6953895
1141.8,0.0023015609,0.00053075,4355.621338,0.0001541599,-40.61196271,5.700163627E-05,175.8831824
1142,0.00230259,0.0005310149,4356.384277,0.0001569784,-31.44862,5.949045257E-05,-173.8735703
1142.2,0.0023034028,0.000531769,4357.147217,0.0001552426,-21.88104828,6.0276851E-05,-161.7645774
1142.4,0.0023031531,0.0005322346,4357.910156,0.0001472347,-12.80455151,5.817380014E-05,-148.7983367
1142.6,0.0023031531,0.0005324521,4358.673096,0.0001337112,-5.956782418,5.30008724E-05,-136.5102877
1142.8,0.0023035351,0.0005326539,4359.436035,0.0001196685,-3.609944435,4.586751062E-05,-126.9900618
1143,0.0023030368,0.0005327638,4360.198975,0.0001141685,-6.146099084,3.925476301E-05,-122.4910247
1143.2,0.0023018003,0.0005322927,4360.961914,0.0001233516,-8.427477392,0.000036226,-122.5370379
1143.4,0.0023009681,0.0005318312,4361.724854,0.0001423376,-4.991779268,3.764909479E-05,-121.1313105
1143.6,0.0023011751,0.0005320076,4362.487793,0.0001607917,4.042495965,4.086282164E-05,-113.5757609
1143.8,0.0023004712,0.0005319629,4363.250732,0.0001709122,16.24134767,4.261127439E-05,-100.657399
1144,0.0023000025,0.0005318566,4364.013672,0.000169453,29.32803338,4.108094444E-05,-84.86892095
1144.2,0.0023004161,0.0005316203,4364.776611,0.0001577094,41.30865548,3.597957039E-05,-68.70260642
1144.4,0.0023012014,0.0005316139,4365.539551,0.0001411305,50.36727751,2.83067684E-05,-55.43752025
1144.6,0.0023015816,0.0005318846,4366.30249,0.0001277374,55.80275789,2.051550166E-05,-51.30869964
1144.8,0.0023016234,0.0005313647,4367.06543,0.0001233012,60.05123738,1.7130356E-05,-62.02377138
1145,0.0023018156,0.0005303946,4367.828369,0.000125663,67.50180082,2.054021044E-05,-68.8656476
1145.2,0.0023021865,0.0005302778,4368.591309,0.0001269063,80.08444652,2.625379948E-05,-59.49019287
1145.4,0.0023034101,0.0005310972,4369.354248,0.0001201947,97.15662452,0.000030522,-41.27334549
1145.6,0.0023046195,0.0005320768,4370.117187,0.0001027385,117.6968399,3.190706617E-05,-19.3124088
1145.8,0.002305386,0.0005323926,4370.880127,7.556958732E-05,141.4813084,3.00106976E-05,3.812781631
1146,0.0023052372,0.0005318048,4371.643066,4.260051189E-05,171.0602936,0.000024974,25.86560111
1146.2,0.002304576,0.0005311475,4372.406006,1.289031567E-05,-118.8581066,1.745543323E-05,42.18761811
1146.4,0.0023039774,0.0005310547,4373.168945,2.770294173E-05,-0.6546674373,1.006055482E-05,33.40088378
1146.6,0.002302951,0.0005313052,4373.931885,5.027856875E-05,35.46268454,1.311610993E-05,-6.232064231
1146.8,0.0023018499,0.000531922,4374.694824,6.389420725E-05,63.85925681,2.517254654E-05,-3.319623513
1147,0.0023014531,0.0005322777,4375.457764,6.777956179E-05,90.80713994,3.894835883E-05,14.71971051
1147.2,0.0023017825,0.0005321348,4376.220703,6.360639492E-05,117.6496304,5.231877326E-05,36.32676511
1147.4,0.0023021769,0.0005319453,4376.983643,5.452165399E-05,145.1251751,6.399983963E-05,58.74342085
1147.6,0.0023009443,0.0005316604,4377.746582,4.433741695E-05,173.9075801,0.000072981,80.96846576
1147.8,0.0022992026,0.0005310996,4378.509521,3.665870191E-05,-155.8937941,0.000078578,102.4724353
1148,0.0022987945,0.0005308493,4379.272461,3.395924826E-05,-126.2196854,0.000080559,122.8648476
1148.2,0.0022987945,0.0005306943,4380.0354,3.700545643E-05,-100.1712138,7.923279521E-05,141.7998719
1148.4,0.002301418,0.0005310088,4380.79834,4.524451442E-05,-77.79904956,7.542858127E-05,159.002
1148.6,0.0023034417,0.000531737,4381.561279,5.720237083E-05,-56.84841257,7.0289211E-05,174.409524
1148.8,0.0023047536,0.000532166,4382.324219,7.05258913E-05,-35.83799676,6.483858193E-05,-171.608157
1149,0.0023047111,0.0005316034,4383.087158,8.238125722E-05,-14.35318497,5.945454741E-05,-158.1793796
1149.2,0.0023038057,0.0005306901,4383.850098,9.008019923E-05,7.614957639,5.363190216E-05,-144.250009
1149.4,0.0023024571,0.0005301365,4384.613037,9.164156356E-05,30.03167695,4.632883089E-05,-129.0911837
1149.6,0.0023015015,0.0005296775,4385.375977,8.619035553E-05,52.95613004,3.665747118E-05,-112.505699
1149.8,0.0023014084,0.00052993,4386.138916,7.416820796E-05,76.6573934,2.442574807E-05,-94.63820428
1150,0.0023014305,0.000530762,4386.901855,0.00005736,101.9068542,1.030335033E-05,-75.23488227
1150.2,0.0023007945,0.0005314529,4387.664795,3.881549124E-05,130.9643934,4.381915752E-06,116.3422199
1150.4,0.0023001542,0.0005317451,4388.427734,2.304169704E-05,170.7885695,1.792645479E-05,137.709867
1150.6,0.0022992878,0.0005316253,4389.190674,0.000016477,-130.9942626,2.896089091E-05,154.6344171
1150.8,0.0022987618,0.0005312087,4389.953613,1.885752166E-05,-88.06189849,0.000036844,169.125966
1151,0.0022990189,0.0005302469,4390.716553,2.313784844E-05,-74.72023139,4.212220415E-05,-179.2963998
1151.2,0.0022998781,0.0005294463,4391.479492,3.174354157E-05,-75.53159762,4.641849509E-05,-170.4043552
1151.4,0.0023005141,0.0005296265,4392.242432,4.863588414E-05,-73.09531459,5.138172367E-05,-162.529285
1151.6,0.0023006045,0.0005302296,4393.005371,7.177823517E-05,-63.6310255,5.717554931E-05,-153.4874617
1151.8,0.0023005246,0.0005305881,4393.768311,9.65607101E-05,-50.44146377,6.217291558E-05,-142.3795764
1152,0.0023011717,0.0005309981,4394.53125,0.0001186271,-36.19167181,6.414544838E-05,-129.9311773
1152.2,0.0023023702,0.0005312414,4395.294189,0.0001350749,-22.55875211,6.167872694E-05,-117.9385098
1152.4,0.0023047343,0.0005318318,4396.057129,0.0001454026,-10.71791453,5.529249351E-05,-109.1973924
1152.6,0.0023153665,0.0005352333,4396.820068,0.0001519505,-1.352542901,4.849777405E-05,-107.3424641
1152.8,0.0023251293,0.0005384495,4397.583008,0.0001589812,5.787745644,4.75571029E-05,-112.2143736
1153,0.0023264555,0.0005389536,4398.345947,0.0001698776,12.10832018,5.530861311E-05,-114.1945962
1153.2,0.0023224769,0.0005378904,4399.108887,0.0001843239,19.23755593,6.683534263E-05,-107.6484806
1153.4,0.002316826,0.0005364915,4399.871826,0.0001986354,27.77683013,7.591947078E-05,-95.23359439
1153.6,0.0023121984,0.0005349264,4400.634766,0.0002087419,37.20810725,7.882587462E-05,-80.38683755
1153.8,0.0023085136,0.0005332572,4401.397705,0.0002128884,46.53645724,7.447685155E-05,-65.82943675
1154,0.0023059755,0.0005319715,4402.160645,0.0002126499,54.90532664,6.447954801E-05,-54.50645689
1154.2,0.0023049733,0.0005317683,4402.923584,0.0002119175,62.14782311,5.351988741E-05,-50.25663418
1154.4,0.0023039558,0.0005319177,4403.686523,0.0002138772,69.10509852,4.884077183E-05,-54.01657247
1154.6,0.0023025734,0.0005319309,4404.449463,0.0002178239,77.11434182,5.368974557E-05,-56.09729273
1154.8,0.0023012002,0.000531447,4405.212402,0.0002190126,86.94110102,6.228973718E-05,-49.10059145
1155,0.0023008922,0.0005311166,4405.975342,0.0002116651,98.32348662,6.782994505E-05,-35.37309062
1155.2,0.0023021269,0.000532,4406.738281,0.0001922074,110.1616667,6.691465091E-05,-18.40144663
1155.4,0.0023036112,0.0005332961,4407.501221,0.0001611797,120.5141407,5.904014705E-05,-0.665791534
1155.6,0.0023042961,0.0005334314,4408.26416,0.0001244238,125.8439824,0.000045822,15.28124718
1155.8,0.0023043492,0.000532891,4409.0271,9.495237485E-05,120.4545225,3.065586181E-05,24.37896098
1156,0.0023036779,0.0005320708,4409.790039,9.000711418E-05,106.2191373,1.958319969E-05,14.41179577
1156.2,0.0023022657,0.0005314666,4410.552979,0.0001071184,100.3413412,1.992875115E-05,-7.590174631
1156.4,0.0023009212,0.0005309437,4411.315918,0.0001266866,105.7379423,2.56543609E-05,-7.043299219
1156.6,0.0022998461,0.0005303171,4412.078857,0.0001370894,116.8295646,2.876280063E-05,7.326276444
1156.8,0.0022989436,0.0005295432,4412.841797,0.0001350449,130.1736817,2.75244392E-05,27.22160251
1157,0.0022989386,0.0005296428,4413.604736,0.0001216237,144.0497907,2.274320296E-05,50.51296564
1157.2,0.0022993072,0.0005304349,4414.367676,9.994236345E-05,157.514924,1.629249701E-05,78.51600268
1157.4,0.0022997287,0.0005312779,4415.130615,7.352746391E-05,169.9700275,0.000010701,117.6592979
1157.6,0.0023013067,0.0005317497,4415.893555,4.520050884E-05,-179.363335,9.146911304E-06,171.3190781
1157.8,0.0023024006,0.0005318156,4416.656494,1.686254563E-05,-176.0689902,0.000012054,-148.0628524
