Position (um),2H Intensity (a.u.),3H Intensity (a.u.),Wavenumber (cm^-1),2H Amplitude (a.u.),2H Phase (deg),3H Amplitude (a.u.),3H Phase (deg)
0,0,0,14298.24829,5.779768665E-06,16.67552259,1.331065052E-06,-32.51098854
0,0,0,14299.01123,6.369259133E-06,22.4201728,9.474721247E-07,13.90253515
0,0,0,14299.77417,0.000006652,29.89699358,8.84226365E-07,72.92351643
0,0,0,14300.53711,0.000006574,36.86919311,1.106158361E-06,120.370981
0,0,0,14301.30005,6.28315812E-06,41.494431,0.000001348,153.4571568
0,0,0,14302.06299,6.060824362E-06,43.25044123,1.472812015E-06,179.1113246
0,0,0,14302.82593,6.119660561E-06,44.02308701,1.444141799E-06,-159.8099179
0,0,0,14303.58887,0.000006397,46.62591856,1.278521396E-06,-143.0790143
0,0,0,14304.35181,6.625634318E-06,51.86152923,1.03138306E-06,-132.4485302
0,0,0,14305.11475,6.577441688E-06,58.42715427,7.970661553E-07,-131.7880594
0,0,0,14305.87769,6.207936799E-06,64.20019463,6.983482391E-07,-142.1319176
0,0,0,14306.64063,5.680660497E-06,67.05979254,7.736474456E-07,-151.2200741
0,0,0,14307.40356,5.297753653E-06,66.15346964,9.216057888E-07,-151.1092844
0,0,0,14308.1665,5.292786215E-06,63.71510323,1.059192895E-06,-145.0218367
0,0,0,14308.92944,5.611091439E-06,63.45825052,1.161343446E-06,-135.9000806
0,0,0,14309.69238,6.002112927E-06,66.59888496,1.223149509E-06,-124.5750596
0,0,0,14310.45532,6.264933038E-06,72.11604428,1.234191097E-06,-110.8335319
0,0,0,14311.21826,6.327622956E-06,78.79152079,1.174625616E-06,-94.2147283
0,0,0,14311.9812,6.190574066E-06,86.0166963,1.027448576E-06,-74.12809151
0,0,0,14312.74414,0.000005846,93.66176657,7.955651531E-07,-49.06894653
0,0,0,14313.50708,5.24658514E-06,101.4713462,5.211847674E-07,-13.42071357
0,0,0,14314.27002,4.350813296E-06,108.1643399,3.445153189E-07,50.07541274
0,0,0,14315.03296,3.230859107E-06,109.6724518,4.54274256E-07,117.5794989
0,0,0,14315.7959,0.000002291,95.44817979,6.577574163E-07,154.6669272
0,0,0,14316.55884,2.410144854E-06,67.2566429,8.082057098E-07,178.2099012
0,0,0,14317.32178,3.425935182E-06,58.16070041,9.023928939E-07,-165.7926385
0,0,0,14318.08472,4.40954162E-06,63.53390044,1.005308653E-06,-154.654314
0,0,0,14318.84766,4.919296907E-06,73.54510263,1.187859804E-06,-143.3557058
0,0,0,14319.6106,4.829662293E-06,83.51319511,0.000001454,-127.0079164
0,0,0,14320.37354,4.253699413E-06,89.59760217,1.751171192E-06,-104.4211475
0,0,0,14321.13647,3.575701242E-06,87.07696338,2.030164887E-06,-76.45866565
0,0,0,14321.89941,3.406815627E-06,75.48212377,2.277387722E-06,-44.28636561
0,0,0,14322.66235,3.979902289E-06,66.8772638,2.511253979E-06,-9.234215762
0,0,0,14323.42529,4.831296274E-06,67.29934058,2.752607768E-06,27.04722234
0,0,0,14324.18823,5.522455693E-06,72.79027716,2.98959138E-06,62.91830071
0,0,0,14324.95117,5.900766952E-06,79.62182638,3.168069939E-06,97.28249542
0,0,0,14325.71411,6.008306869E-06,85.83877345,3.214519929E-06,129.6750122
0,0,0,14326.47705,5.96505529E-06,90.775107,0.00000307,159.9299837
0,0,0,14327.23999,5.863863554E-06,94.5691764,2.71638477E-06,-172.2417701
0,0,0,14328.00293,5.733354195E-06,97.40289214,2.189579503E-06,-147.7591373
0,0,0,14328.76587,5.601180587E-06,98.95195968,1.585450399E-06,-129.2006484
0,0,0,14329.52881,5.57735501E-06,98.95339249,1.072734481E-06,-122.6601932
0,0,0,14330.29175,5.814937294E-06,98.64277386,8.764390362E-07,-130.2747494
0,0,0,14331.05469,6.326565468E-06,100.60827,9.626346985E-07,-130.1097226
0,0,0,14331.81763,6.89573486E-06,106.3189148,1.027265763E-06,-114.6481388
0,0,0,14332.58057,7.212687686E-06,115.1835608,9.241612768E-07,-89.79932145
0,0,0,14333.34351,7.049057082E-06,125.519096,6.613181115E-07,-55.40568188
0,0,0,14334.10645,6.360218961E-06,135.0948067,3.796591194E-07,5.317086755
0,0,0,14334.86938,5.339512611E-06,140.886296,4.541670757E-07,93.81283863
0,0,0,14335.63232,4.436841688E-06,139.5549004,7.445949909E-07,141.8493246
0,0,0,14336.39526,4.157346904E-06,133.0197813,9.493000718E-07,173.367458
0,0,0,14337.1582,4.443179344E-06,130.9660336,9.985576722E-07,-161.6257021
0,0,0,14337.92114,4.694594216E-06,136.8066812,9.074150952E-07,-142.3594448
0,0,0,14338.68408,4.450540726E-06,147.1921189,7.50477133E-07,-130.9812012
0,0,0,14339.44702,3.584251022E-06,157.722745,6.352353623E-07,-128.4541398
0,0,0,14340.20996,2.285776936E-06,160.1836839,6.046237216E-07,-126.9216677
0,0,0,14340.9729,1.39474496E-06,126.5274922,5.677794014E-07,-118.5066581
0,0,0,14341.73584,2.22994771E-06,92.51244722,4.218689494E-07,-106.5747009
0,0,0,14342.49878,3.436450026E-06,94.92603885,1.635706014E-07,-120.0214899
0,0,0,14343.26172,0.000004197,105.7229304,3.516465785E-07,158.2226977
0,0,0,14344.02466,0.000004353,116.9422827,8.164122467E-07,171.0978666
0,0,0,14344.7876,4.006829639E-06,124.7530251,1.252859627E-06,-165.8443939
0,0,0,14345.55054,3.477320243E-06,125.6277628,1.560510274E-06,-140.4050839
0,0,0,14346.31348,3.210527273E-06,118.8497718,1.667216582E-06,-114.2898661
0,0,0,14347.07642,3.420878185E-06,111.5515618,1.538640225E-06,-88.63440492
0,0,0,14347.83936,3.864850848E-06,109.6584475,1.187708588E-06,-65.56336422
0,0,0,14348.60229,0.000004254,111.5265777,6.948827217E-07,-53.61759073
0,0,0,14349.36523,4.518528641E-06,114.2326901,4.422801259E-07,-92.85553695
0,0,0,14350.12817,4.739874499E-06,116.6318611,9.184276552E-07,-109.9422574
0,0,0,14350.89111,4.9942514E-06,119.3130058,1.494325706E-06,-91.75445371
0,0,0,14351.65405,5.250062353E-06,123.1877645,1.945102591E-06,-66.83090071
0,0,0,14352.41699,5.404930972E-06,128.2077106,0.000002197,-40.39276872
0,0,0,14353.17993,0.000005394,133.4259074,2.222813748E-06,-14.41692223
0,0,0,14353.94287,5.249905681E-06,137.7968148,2.037462957E-06,9.280472459
0,0,0,14354.70581,5.068591546E-06,140.9937325,1.710390683E-06,27.74710783
0,0,0,14355.46875,4.905642456E-06,143.6801724,1.400292403E-06,36.1562931
0,0,0,14356.23169,4.706429683E-06,146.5503434,1.362797335E-06,34.78608231
0,0,0,14356.99463,4.373276059E-06,148.8425018,1.677114405E-06,38.61206675
0,0,0,14357.75757,3.932578245E-06,147.7939836,2.119340605E-06,53.21796906
0,0,0,14358.52051,0.000003681,140.6322928,2.480673734E-06,73.97238617
0,0,0,14359.28345,4.03238857E-06,131.7350281,2.647214154E-06,97.38099843
0,0,0,14360.04639,4.93875141E-06,130.1239409,2.571675526E-06,121.6012635
0,0,0,14360.80933,5.924472664E-06,136.5906091,2.259668066E-06,145.4350161
0,0,0,14361.57227,6.560331371E-06,147.7648692,1.761515861E-06,167.6036917
0,0,0,14362.33521,6.609239146E-06,160.8468425,1.162443164E-06,-174.471064
0,0,0,14363.09814,6.032679068E-06,173.656522,5.847900582E-07,-170.8618405
0,0,0,14363.86108,4.981701046E-06,-176.2289821,3.638675066E-07,138.7727916
0,0,0,14364.62402,0.000003781,-172.4746011,6.807759078E-07,115.4016961
0,0,0,14365.38696,2.891455987E-06,-179.3239737,1.020119263E-06,120.6937933
0,0,0,14366.1499,2.647237607E-06,167.3231934,1.319605621E-06,130.5381796
0,0,0,14366.91284,2.800144989E-06,159.0546614,1.611066412E-06,142.3390973
0,0,0,14367.67578,2.949521522E-06,155.7215695,0.000001895,156.6791101
0,0,0,14368.43872,3.054930955E-06,152.6142364,2.123332443E-06,173.8291869
0,0,0,14369.20166,0.000003284,149.4372085,0.000002228,-166.6819098
0,0,0,14369.9646,3.666436942E-06,149.5557806,2.156735268E-06,-145.6848309
0,0,0,14370.72754,3.99023898E-06,154.1000231,1.896309872E-06,-124.2093438
0,0,0,14371.49048,4.013386844E-06,160.7657645,1.481592732E-06,-103.8193017
0,0,0,14372.25342,3.668057659E-06,165.4193393,0.000000997,-88.06170304
0,0,0,14373.01636,3.203070031E-06,162.474657,5.913724185E-07,-87.13386902
0,0,0,14373.7793,3.215165761E-06,151.2513522,0.000000488,-105.8714351
0,0,0,14374.54224,3.985339063E-06,145.443331,5.893221526E-07,-103.0254823
0,0,0,14375.30518,5.010708201E-06,150.9125623,6.137009376E-07,-76.17344122
0,0,0,14376.06812,0.000005732,163.1017218,5.505847842E-07,-28.11058596
0,0,0,14376.83105,5.834723926E-06,178.1478938,6.363108085E-07,39.05379951
0,0,0,14377.59399,5.229861749E-06,-166.4900904,1.013191971E-06,93.28749352
0,0,0,14378.35693,0.000004034,-153.7006849,0.000001507,132.303331
0,0,0,14379.11987,2.584629932E-06,-150.3831996,1.963066933E-06,164.9293072
0,0,0,14379.88281,1.666674644E-06,-175.1501439,2.28570723E-06,-165.3211755
0,0,0,14380.64575,2.135128423E-06,156.0556431,2.423070839E-06,-137.1935447
0,0,0,14381.40869,2.922772873E-06,154.7109564,2.364202522E-06,-110.2115659
0,0,0,14382.17163,3.309193509E-06,161.0430558,2.134069909E-06,-84.19520578
0,0,0,14382.93457,3.264121861E-06,165.472085,1.783089493E-06,-59.06585233
0,0,0,14383.69751,3.105254844E-06,163.1652586,1.372936124E-06,-34.70773373
0,0,0,14384.46045,3.301825443E-06,156.3310464,9.623091167E-07,-10.75289581
0,0,0,14385.22339,3.954362717E-06,154.325782,0.000000597,13.98761661
0,0,0,14385.98633,4.69914751E-06,159.7601489,3.087874264E-07,43.82440763
0,0,0,14386.74927,5.16823801E-06,169.5436301,1.353007661E-07,97.505994
0,0,0,14387.51221,5.171186868E-06,-179.3684409,1.270859453E-07,168.7674838
0,0,0,14388.27515,4.691866608E-06,-169.5313012,1.56327971E-07,-172.0347217
0,0,0,14389.03809,3.876743855E-06,-164.1486297,2.191449029E-07,174.4965685
0,0,0,14389.80103,3.064739237E-06,-168.2818511,4.302672894E-07,170.1044247
0,0,0,14390.56396,2.806690243E-06,176.2862187,7.872024506E-07,-177.3514459
0,0,0,14391.3269,3.353260186E-06,163.9545353,1.244600228E-06,-157.476719
0,0,0,14392.08984,4.262818333E-06,163.0036363,1.748711575E-06,-134.2999956
0,0,0,14392.85278,5.097940837E-06,168.9252425,2.237409935E-06,-109.3713182
0,0,0,14393.61572,5.635519421E-06,177.7529981,2.647605842E-06,-83.42227397
0,0,0,14394.37866,5.780650257E-06,-172.7895019,2.925536214E-06,-56.87869701
0,0,0,14395.1416,5.541123615E-06,-164.4949682,3.036148228E-06,-30.04000901
0,0,0,14395.90454,5.048583546E-06,-159.3362646,2.969217497E-06,-3.15270961
0,0,0,14396.66748,0.000004582,-159.0544703,2.740864312E-06,23.55922135
0,0,0,14397.43042,4.477921157E-06,-162.3863695,2.390075019E-06,49.89724929
0,0,0,14398.19336,0.000004818,-163.7760991,1.970654778E-06,75.75081277
0,0,0,14398.9563,5.299572076E-06,-159.7176362,1.539782571E-06,101.3025753
0,0,0,14399.71924,0.000005534,-151.2526882,1.145692968E-06,127.558968
0,0,0,14400.48218,5.27368448E-06,-140.9146808,8.21222265E-07,157.4898849
0,0,0,14401.24512,4.467567457E-06,-131.8232772,5.993415151E-07,-162.5988572
0,0,0,14402.00806,3.307720411E-06,-129.7276675,0.00000055,-109.6941781
0,0,0,14402.771,2.441689993E-06,-146.5191861,7.003320457E-07,-60.15871082
0,0,0,14403.53394,2.876083217E-06,-171.6976336,0.000000949,-21.71327483
0,0,0,14404.29688,4.127688876E-06,-175.8398502,1.194608406E-06,10.93133842
0,0,0,14405.05981,5.273916371E-06,-168.2004259,1.366826691E-06,41.27744212
0,0,0,14405.82275,5.937801957E-06,-156.8951518,1.415827606E-06,70.74335107
0,0,0,14406.58569,6.019485948E-06,-145.3759184,1.314716368E-06,99.92764444
0,0,0,14407.34863,5.598622503E-06,-135.9016958,1.063883828E-06,129.2296314
0,0,0,14408.11157,4.909589566E-06,-130.7414846,0.000000692,159.4900955
0,0,0,14408.87451,4.312589199E-06,-131.6963331,2.546420672E-07,-162.7809713
0,0,0,14409.63745,4.150736706E-06,-136.8463992,2.124547176E-07,10.98919508
0,0,0,14410.40039,4.448169529E-06,-139.9258144,5.87946201E-07,49.90591335
0,0,0,14411.16333,4.903537292E-06,-137.7295972,8.468362539E-07,78.09097788
0,0,0,14411.92627,5.213284551E-06,-131.468936,0.000000948,103.3113302
0,0,0,14412.68921,5.208494245E-06,-123.1873805,8.861586089E-07,124.9140323
0,0,0,14413.45215,0.000004836,-114.6589595,7.006646669E-07,138.7405853
0,0,0,14414.21509,4.134666248E-06,-107.8706876,5.248407697E-07,133.3151965
0,0,0,14414.97803,3.248271361E-06,-106.2328796,6.221759798E-07,114.9496002
0,0,0,14415.74097,2.503825592E-06,-115.7912114,9.603993288E-07,118.46908
0,0,0,14416.50391,2.420306536E-06,-135.7452938,1.334219469E-06,136.0753028
0,0,0,14417.26685,3.031053526E-06,-147.236087,1.649853572E-06,159.3700093
0,0,0,14418.02979,3.790267598E-06,-146.7511436,1.868314038E-06,-174.3138389
0,0,0,14418.79272,0.000004325,-140.7802684,1.979271927E-06,-145.7511168
0,0,0,14419.55566,4.495867194E-06,-133.5945939,1.993130429E-06,-115.0746799
0,0,0,14420.3186,4.326846277E-06,-128.0209472,1.934501396E-06,-82.2464221
0,0,0,14421.08154,3.987736949E-06,-126.4378525,1.832758799E-06,-47.35757243
0,0,0,14421.84448,3.759911104E-06,-129.8113505,1.709059507E-06,-10.82455857
0,0,0,14422.60742,3.874276218E-06,-135.1061451,1.564781861E-06,26.7006347
0,0,0,14423.37036,4.289539065E-06,-137.4176269,1.381146617E-06,64.82724176
0,0,0,14424.1333,4.764847115E-06,-135.5240676,1.134759509E-06,104.2394067
0,0,0,14424.89624,5.091179185E-06,-131.0914501,8.257560691E-07,148.4371304
0,0,0,14425.65918,5.179440155E-06,-126.1495322,5.381749579E-07,-150.2101513
0,0,0,14426.42212,0.000005056,-122.4113445,5.554939388E-07,-66.25539694
0,0,0,14427.18506,4.8416439E-06,-121.170744,8.761850667E-07,-7.841615344
0,0,0,14427.948,4.718129245E-06,-122.7684318,1.195721202E-06,32.08235737
0,0,0,14428.71094,4.849250058E-06,-125.7178885,1.369438769E-06,65.33132352
0,0,0,14429.47388,5.269512927E-06,-127.2960001,1.327144089E-06,95.22677218
0,0,0,14430.23682,5.858290475E-06,-125.8231524,1.046201802E-06,122.2402558
0,0,0,14430.99976,6.428071374E-06,-121.4394339,5.54931371E-07,142.6930178
0,0,0,14431.7627,6.814333016E-06,-115.2031919,1.862314276E-07,55.90981239
0,0,0,14432.52563,6.924229519E-06,-108.3839265,8.351929946E-07,40.17460615
0,0,0,14433.28857,6.763483602E-06,-102.2442201,0.000001482,60.03171929
0,0,0,14434.05151,0.000006445,-97.85951019,1.985168027E-06,81.06410419
0,0,0,14434.81445,6.154669505E-06,-95.58136638,2.289455136E-06,100.4511071
0,0,0,14435.57739,6.044765008E-06,-94.34828996,2.406920072E-06,116.7184951
0,0,0,14436.34033,6.104422807E-06,-92.17697839,2.427792958E-06,128.8523151
0,0,0,14437.10327,6.159268441E-06,-87.93980089,2.493201712E-06,137.4711762
0,0,0,14437.86621,6.01057768E-06,-82.13304367,2.696524432E-06,145.7364855
0,0,0,14438.62915,5.565401199E-06,-76.36800264,2.993700879E-06,156.7899037
0,0,0,14439.39209,4.895503157E-06,-72.90595648,3.249129974E-06,171.1573724
0,0,0,14440.15503,4.239103167E-06,-74.0306062,3.336499098E-06,-172.3708887
0,0,0,14440.91797,3.896145356E-06,-79.47725912,3.192584474E-06,-155.4932665
0,0,0,14441.68091,3.942470584E-06,-84.27609851,2.835091312E-06,-140.2764342
0,0,0,14442.44385,4.108390397E-06,-84.57602054,2.373552639E-06,-129.6070093
0,0,0,14443.20679,4.076508563E-06,-81.62888013,2.019300422E-06,-126.4539318
0,0,0,14443.96973,3.720182201E-06,-79.16149298,2.001505042E-06,-127.6444835
0,0,0,14444.73267,3.173386587E-06,-82.27937782,2.303317458E-06,-123.0615873
0,0,0,14445.49561,2.874739851E-06,-95.20444866,2.692922994E-06,-109.8845725
0,0,0,14446.25854,3.28026713E-06,-109.7783047,0.00000299,-90.89629041
0,0,0,14447.02148,0.000004208,-114.4189913,3.116432807E-06,-68.4758752
0,0,0,14447.78442,5.196237052E-06,-111.0706364,3.060855469E-06,-43.95497032
0,0,0,14448.54736,5.96691834E-06,-104.1249328,2.84876532E-06,-18.10256278
0,0,0,14449.3103,6.417880825E-06,-96.10672526,2.521052652E-06,8.514915934
0,0,0,14450.07324,6.557191919E-06,-88.31681677,2.118264921E-06,35.28526594
0,0,0,14450.83618,6.448674103E-06,-81.40118166,1.671785136E-06,61.27005198
0,0,0,14451.59912,6.164890739E-06,-75.66185218,1.204498064E-06,84.52221607
0,0,0,14452.36206,5.762594877E-06,-71.3550177,7.491420494E-07,99.15446118
0,0,0,14453.125,0.000005296,-68.99578751,4.497664705E-07,83.65592116
0,0,0,14453.88794,0.000004859,-69.37308804,6.380754404E-07,57.08641811
0,0,0,14454.65088,4.608532552E-06,-72.6834112,1.05444233E-06,65.87385804
0,0,0,14455.41382,4.690652045E-06,-76.97154254,1.451237216E-06,86.26243951
0,0,0,14456.17676,5.089126115E-06,-78.85497557,1.745523201E-06,110.1668582
0,0,0,14456.9397,5.608441078E-06,-76.72070422,1.88829621E-06,135.4797845
0,0,0,14457.70264,6.014579444E-06,-71.2392893,1.853298923E-06,161.4896592
0,0,0,14458.46558,6.141459143E-06,-63.866207,1.641888714E-06,-172.0943199
0,0,0,14459.22852,5.923462845E-06,-56.07183005,1.28589362E-06,-145.4325907
0,0,0,14459.99146,0.000005396,-49.30004405,8.443681146E-07,-118.7625246
0,0,0,14460.75439,4.681776666E-06,-45.09633083,3.937818388E-07,-93.36275284
0,0,0,14461.51733,3.962497741E-06,-44.98757537,3.723530105E-08,-135.6758305
0,0,0,14462.28027,3.420506294E-06,-49.58797075,2.501371242E-07,161.4652462
0,0,0,14463.04321,3.148675507E-06,-57.38088443,3.555981717E-07,-163.8599406
0,0,0,14463.80615,0.000003117,-65.84859459,3.622088249E-07,-114.1278101
0,0,0,14464.56909,3.283295715E-06,-73.71387661,4.292774583E-07,-50.93903779
0,0,0,14465.33203,3.680932299E-06,-79.89651371,6.501577661E-07,0.0304983277
0,0,0,14466.09497,4.334395106E-06,-82.44925388,9.218431832E-07,35.25262423
0,0,0,14466.85791,5.149210574E-06,-80.2893504,0.000001142,61.6903675
0,0,0,14467.62085,5.932425905E-06,-74.0374055,1.263123713E-06,81.86856588
0,0,0,14468.38379,6.478600935E-06,-65.08537202,1.29768601E-06,95.86350903
0,0,0,14469.14673,6.638941511E-06,-54.8973113,1.317639457E-06,103.6762568
0,0,0,14469.90967,6.365702008E-06,-44.93974219,1.412213429E-06,107.9292518
0,0,0,14470.67261,0.000005739,-36.86708004,1.603108733E-06,113.2082118
0,0,0,14471.43555,4.973623426E-06,-32.53756694,1.828246651E-06,121.4891892
0,0,0,14472.19849,4.372311804E-06,-32.88310572,2.013211654E-06,131.7790172
0,0,0,14472.96143,4.140907528E-06,-35.31271758,2.122607183E-06,142.4429637
0,0,0,14473.72437,0.000004164,-35.0245346,2.166303111E-06,152.3704072
0,0,0,14474.4873,4.120455712E-06,-30.54878109,2.177704523E-06,161.3427818
0,0,0,14475.25024,3.774560178E-06,-23.92555683,0.000002179,169.9426172
0,0,0,14476.01318,3.092375997E-06,-18.94062104,2.160325195E-06,178.8492572
0,0,0,14476.77612,2.27487174E-06,-22.41164352,2.094670082E-06,-171.9516536
0,0,0,14477.53906,1.844130733E-06,-42.75443011,1.973767946E-06,-163.2850312
0,0,0,14478.302,2.211890252E-06,-62.46931766,1.831476553E-06,-156.115424
0,0,0,14479.06494,2.873673192E-06,-65.60681848,1.727931452E-06,-150.1364032
0,0,0,14479.82788,3.351535766E-06,-60.92255952,1.688345675E-06,-142.7394133
0,0,0,14480.59082,3.518167796E-06,-54.91725749,1.657845471E-06,-130.6867156
0,0,0,14481.35376,3.45359841E-06,-50.85313077,1.544342981E-06,-112.0699641
0,0,0,14482.1167,3.346150941E-06,-49.77817515,1.301484465E-06,-84.78319436
0,0,0,14482.87964,3.342700835E-06,-49.91881998,1.010738633E-06,-42.66135655
0,0,0,14483.64258,3.403736944E-06,-48.40640578,9.761998852E-07,17.79113601
0,0,0,14484.40552,3.355238603E-06,-44.75244025,1.364253733E-06,69.37628533
0,0,0,14485.16846,0.000003071,-41.42060327,1.883052902E-06,104.1096941
0,0,0,14485.9314,2.614414833E-06,-43.31449436,2.303748616E-06,130.0632865
0,0,0,14486.69434,2.340219078E-06,-55.49266532,2.542855766E-06,150.3600921
0,0,0,14487.45728,2.676384249E-06,-69.6969308,2.634534479E-06,165.4136236
0,0,0,14488.22021,3.446860762E-06,-72.61728202,0.000002717,175.678048
0,0,0,14488.98315,4.168488246E-06,-66.64140052,0.000002946,-175.949477
0,0,0,14489.74609,4.521440212E-06,-57.00456414,3.340854331E-06,-165.1394752
0,0,0,14490.50903,4.374357628E-06,-47.36682656,3.75687257E-06,-149.9307725
0,0,0,14491.27197,3.788386479E-06,-41.58401859,4.006119561E-06,-130.7753784
0,0,0,14492.03491,3.099356708E-06,-45.61810835,3.951273994E-06,-108.593149
0,0,0,14492.79785,2.993552158E-06,-61.22623176,3.538817401E-06,-83.82524342
0,0,0,14493.56079,3.794731576E-06,-71.24271556,2.804948391E-06,-55.91383028
0,0,0,14494.32373,0.00000493,-68.62190462,1.878713047E-06,-21.54401404
0,0,0,14495.08667,5.840356597E-06,-59.28309263,1.062347042E-06,33.92406427
0,0,0,14495.84961,6.231530548E-06,-47.546096,1.083546083E-06,117.505363
0,0,0,14496.61255,6.003278174E-06,-36.07518357,1.717066233E-06,167.0288856
0,0,0,14497.37549,5.238519517E-06,-27.59483501,2.260441516E-06,-162.2046699
0,0,0,14498.13843,4.25116959E-06,-26.33903547,2.556432371E-06,-138.3648444
0,0,0,14498.90137,3.664456599E-06,-36.32351151,2.615794105E-06,-118.9323892
0,0,0,14499.66431,4.0295402E-06,-48.69316624,2.516534255E-06,-103.3960396
0,0,0,14500.42725,4.983087691E-06,-50.86944092,2.355283535E-06,-91.35586459
0,0,0,14501.19019,5.849469754E-06,-45.17093881,0.000002198,-81.84113537
0,0,0,14501.95313,6.265205056E-06,-36.61546062,0.000002054,-73.78561513
0,0,0,14502.71606,6.160062076E-06,-28.68916825,1.905777603E-06,-67.242264
0,0,0,14503.479,5.716515624E-06,-24.2304679,1.773752571E-06,-63.60738393
0,0,0,14504.24194,5.338268018E-06,-24.95640979,1.750470616E-06,-63.36711539
0,0,0,14505.00488,5.437759626E-06,-28.40897407,1.931173381E-06,-62.64904583
0,0,0,14505.76782,6.01812824E-06,-28.85385837,2.287316275E-06,-56.49693129
0,0,0,14506.53076,6.680349437E-06,-24.30546877,2.690654992E-06,-44.34744055
0,0,0,14507.2937,7.033241786E-06,-16.6383681,3.015614676E-06,-28.03729852
0,0,0,14508.05664,6.900396171E-06,-8.503090014,3.179697506E-06,-9.29098849
0,0,0,14508.81958,6.35355114E-06,-2.570155639,3.146377969E-06,10.72605185
0,0,0,14509.58252,5.70779945E-06,-1.332268397,2.918688015E-06,31.27020166
0,0,0,14510.34546,5.422767312E-06,-4.9102415,2.528256124E-06,51.90702131
0,0,0,14511.1084,5.740929711E-06,-8.400308982,2.020879027E-06,72.52753003
0,0,0,14511.87134,6.413255423E-06,-7.136510488,1.441634484E-06,93.60759022
0,0,0,14512.63428,0.000007016,-1.381245462,0.000000826,117.6629137
0,0,0,14513.39722,7.279335321E-06,6.665481234,2.413816124E-07,173.0928304
0,0,0,14514.16016,7.133497584E-06,15.05174073,5.426605295E-07,-58.36250161
0,0,0,14514.9231,6.655560337E-06,22.32690848,1.187816825E-06,-28.34871474
0,0,0,14515.68604,5.998762792E-06,27.44639489,1.810521907E-06,-5.608289794
0,0,0,14516.44897,5.32447009E-06,29.74797407,0.000002351,15.90991594
0,0,0,14517.21191,4.762395463E-06,28.94437621,2.75175044E-06,37.02253124
0,0,0,14517.97485,4.418741785E-06,25.26822166,2.965885175E-06,57.68779144
0,0,0,14518.73779,4.388874593E-06,20.21444208,2.971102876E-06,77.5311625
0,0,0,14519.50073,4.692322869E-06,16.77603935,2.780494257E-06,95.91086231
0,0,0,14520.26367,5.196707468E-06,17.28048943,2.446494361E-06,111.8645856
0,0,0,14521.02661,5.671698199E-06,21.73250873,2.056435535E-06,124.1288454
0,0,0,14521.78955,5.906818449E-06,28.6727881,1.714288393E-06,131.7642249
0,0,0,14522.55249,5.793541842E-06,36.20157798,1.49473038E-06,135.9653597
0,0,0,14523.31543,5.369841181E-06,42.23599448,1.384160133E-06,140.5845589
0,0,0,14524.07837,4.834814692E-06,44.74912419,1.296255178E-06,148.4063068
0,0,0,14524.84131,4.488555972E-06,43.31523028,1.15746838E-06,159.1310687
0,0,0,14525.60425,4.508744259E-06,41.28643109,9.497001805E-07,171.0368211
0,0,0,14526.36719,0.000004742,42.87239382,6.996362792E-07,-177.7493897
0,0,0,14527.13013,0.000004864,48.564565,4.508126737E-07,-168.6624334
0,0,0,14527.89307,4.643695759E-06,56.23836204,2.315354828E-07,-160.5889852
0,0,0,14528.65601,4.038857928E-06,62.80860166,4.142492659E-08,-110.8367579
0,0,0,14529.41895,0.000003219,63.69631329,2.14369095E-07,9.81560377
0,0,0,14530.18188,2.613548103E-06,53.06434758,5.051004152E-07,24.99200234
0,0,0,14530.94482,2.723781584E-06,36.61015711,8.403859305E-07,40.17820544
0,0,0,14531.70776,3.37419826E-06,30.45493786,1.173614128E-06,56.99277929
0,0,0,14532.4707,0.00000402,33.78953095,0.000001446,75.02918207
0,0,0,14533.23364,0.000004363,40.85813483,0.000001602,93.86392551
0,0,0,14533.99658,4.331771104E-06,47.89850494,1.600813356E-06,113.2410592
0,0,0,14534.75952,4.01941285E-06,51.9830465,1.422842134E-06,133.1081941
0,0,0,14535.52246,3.674542645E-06,50.57072701,1.071750083E-06,153.8089782
0,0,0,14536.2854,0.000003647,44.24558186,5.749379638E-07,177.7062026
0,0,0,14537.04834,4.118057313E-06,39.37474408,1.054246258E-07,-61.35108572
0,0,0,14537.81128,4.901362137E-06,40.73115794,6.974960065E-07,18.04583354
0,0,0,14538.57422,5.67788864E-06,47.52509779,1.327238112E-06,40.66266819
0,0,0,14539.33716,0.0000062,57.49746517,1.875826035E-06,60.27541175
0,0,0,14540.1001,6.325631537E-06,68.78082809,2.287678251E-06,78.5738359
0,0,0,14540.86304,6.022585502E-06,79.77014898,2.529370816E-06,95.64407218
0,0,0,14541.62598,5.380213546E-06,88.68792752,2.596802133E-06,111.196859
0,0,0,14542.38892,4.621763345E-06,93.41938835,2.518127301E-06,124.7881681
0,0,0,14543.15186,4.072627375E-06,92.8597116,2.347909959E-06,136.0160677
0,0,0,14543.91479,3.961119142E-06,90.40121089,2.148860262E-06,144.8684991
0,0,0,14544.67773,0.000004151,91.93026537,1.963184727E-06,152.0498485
0,0,0,14545.44067,4.288907825E-06,98.83174767,1.791382534E-06,158.7005198
0,0,0,14546.20361,4.122413925E-06,108.9740206,1.602588161E-06,165.4179654
0,0,0,14546.96655,3.591521457E-06,119.5467131,1.370480933E-06,171.4811378
0,0,0,14547.72949,2.808908549E-06,127.0598159,0.000001104,174.5967734
0,0,0,14548.49243,2.03777331E-06,126.1484786,8.592718579E-07,170.9487368
