Position (um),2H Intensity (a.u.),3H Intensity (a.u.),Wavenumber (cm^-1),2H Amplitude (a.u.),2H Phase (deg),3H Amplitude (a.u.),3H Phase (deg)
1345.6,0.0001018608,1.495830476E-05,5133.056641,2.059874339E-05,95.75771971,1.823741729E-05,29.06466072
1345.8,0.000101692,1.516822802E-05,5133.81958,2.304526787E-05,118.2801285,1.277556306E-05,33.36297963
1346,0.0001011682,1.544486691E-05,5134.58252,2.312570627E-05,140.3152155,1.056545136E-05,16.69085365
1346.2,0.0001010831,1.532552925E-05,5135.345459,2.107981402E-05,160.674257,1.400970186E-05,5.725152699
1346.4,0.0001014196,1.513358081E-05,5136.108398,1.767152859E-05,177.6824359,1.906205938E-05,14.25449746
1346.6,0.0001016333,1.507093537E-05,5136.871338,1.411433824E-05,-170.9717461,2.270276888E-05,31.11931856
1346.8,0.0001017997,1.493425792E-05,5137.634277,1.176560428E-05,-165.9508824,2.378873635E-05,50.83702161
1347,0.0001019669,1.490634867E-05,5138.397217,1.112282619E-05,-161.1760718,2.207921448E-05,70.88499823
1347.2,0.0001019981,1.520040376E-05,5139.160156,1.117034362E-05,-149.1599291,1.801014092E-05,88.94613775
1347.4,0.0001018632,1.495524497E-05,5139.923096,1.069761508E-05,-128.9241926,1.271437777E-05,100.400707
1347.6,0.0001016141,1.454277749E-05,5140.686035,9.297810911E-06,-101.4082864,8.501920799E-06,94.0463267
1347.8,0.000101439,1.464306945E-05,5141.448975,7.309869012E-06,-65.50828029,8.683166989E-06,74.58512429
1348,0.0001014595,0.000014992,5142.211914,5.600562698E-06,-17.95186495,1.147886935E-05,76.04120141
1348.2,0.0001016209,1.506994888E-05,5142.974854,0.000005058,37.77820101,1.327847734E-05,91.92017405
1348.4,0.0001020998,0.00001491,5143.737793,5.370105259E-06,86.92071088,0.000012809,113.6184622
1348.6,0.0001026501,0.00001455,5144.500732,5.476816594E-06,126.336784,9.930063233E-06,138.4865939
1348.8,0.000102921,1.437131411E-05,5145.263672,4.872902043E-06,160.6466538,5.107257732E-06,167.859247
1349,0.0001027139,1.473438885E-05,5146.026611,3.621554488E-06,-165.7737733,1.255787171E-06,-35.30652233
1349.2,0.0001024006,1.472223347E-05,5146.789551,0.000002129,-125.0985618,7.197461609E-06,23.93440957
1349.4,0.0001023707,1.457365393E-05,5147.55249,1.249311578E-06,-53.02397381,1.258557947E-05,52.73304204
1349.6,0.0001025461,1.511117361E-05,5148.31543,1.747733281E-06,13.16213371,1.644088052E-05,79.59714321
1349.8,0.0001023406,1.592732471E-05,5149.078369,2.447628547E-06,40.87599101,1.829471431E-05,105.6475977
1350,0.0001017347,1.631486269E-05,5149.841309,2.971348637E-06,53.87128601,1.804757367E-05,130.8815293
1350.2,0.0001012924,1.642029402E-05,5150.604248,3.445701404E-06,60.73073596,1.595156339E-05,154.8985985
1350.4,0.0001015852,1.649869369E-05,5151.367188,3.905341651E-06,65.95169713,1.254432999E-05,176.7436076
1350.6,0.0001019939,1.613346343E-05,5152.130127,0.00000423,70.19948775,8.562823726E-06,-166.0020216
1350.8,0.00010163,1.600007516E-05,5152.893066,4.398474393E-06,71.03143982,4.93476738E-06,-160.8791871
1351,0.0001012097,1.568376233E-05,5153.656006,4.738128279E-06,66.72932718,3.134703192E-06,174.9440843
1351.2,0.0001013005,1.514538716E-05,5154.418945,5.753354272E-06,61.94847116,3.791842811E-06,152.1756916
1351.4,0.0001017747,1.437661417E-05,5155.181885,7.483346383E-06,63.15865462,4.673492654E-06,150.8976596
1351.6,0.0001024645,1.389555962E-05,5155.944824,9.465558718E-06,70.41446421,5.097894996E-06,151.703807
1351.8,0.0001028904,1.397766439E-05,5156.707764,1.118167368E-05,80.98535263,5.725851285E-06,148.0793533
1352,0.0001026544,1.446235124E-05,5157.470703,1.227546829E-05,92.59050967,7.409479497E-06,146.2726636
1352.2,0.0001023444,1.501819236E-05,5158.233643,1.261088304E-05,103.6155437,1.016323919E-05,152.6356268
1352.4,0.0001022329,1.452194606E-05,5158.996582,1.226756646E-05,112.8036821,1.345544101E-05,165.6153624
1352.6,0.0001018919,1.334962431E-05,5159.759521,1.149484132E-05,119.0608919,1.67932014E-05,-177.7267267
1352.8,0.0001014573,1.290360355E-05,5160.522461,1.065865683E-05,121.4772237,1.983242806E-05,-159.1753622
1353,0.0001011165,1.374892397E-05,5161.2854,1.021149341E-05,119.9243188,2.234427673E-05,-139.634037
1353.2,0.0001010033,1.435621979E-05,5162.04834,1.059615719E-05,116.4684475,2.416839832E-05,-119.5338629
1353.4,0.0001012149,1.461028812E-05,5162.811279,1.194617504E-05,115.1788871,2.517367767E-05,-99.08217142
1353.6,0.0001017692,1.518107314E-05,5163.574219,1.387772162E-05,118.6448657,2.524054142E-05,-78.42103085
1353.8,0.000102264,1.537656115E-05,5164.337158,0.00001568,126.5762943,0.000024274,-57.74759752
1354,0.0001020782,1.497638269E-05,5165.100098,0.000016613,137.3335907,2.224475031E-05,-37.43469994
1354.2,0.0001016324,1.483739084E-05,5165.863037,0.000016137,148.8278969,1.924824415E-05,-18.21689527
1354.4,0.0001013924,1.491169582E-05,5166.625977,1.414945492E-05,158.0668382,1.557682973E-05,-1.586939795
1354.6,0.0001011606,1.485229791E-05,5167.388916,0.000011374,159.5081108,1.183341524E-05,9.38682152
1354.8,0.0001014723,1.489760284E-05,5168.151855,1.001191715E-05,147.1796924,9.122413944E-06,10.11696341
1355,0.0001021761,1.504041098E-05,5168.914795,1.221255575E-05,135.3630844,8.701574353E-06,3.977505824
1355.2,0.0001029018,1.544880248E-05,5169.677734,1.626424387E-05,138.5760322,1.009931812E-05,6.055963537
1355.4,0.0001030521,0.000015274,5170.440674,1.960572297E-05,150.985078,1.158975923E-05,18.72040143
1355.6,0.000102933,1.472293636E-05,5171.203613,2.078383009E-05,167.0694754,0.000012078,37.33484479
1355.8,0.0001029326,1.476583163E-05,5171.966553,1.921371908E-05,-176.415177,0.00001113,58.88748035
1356,0.0001028703,1.53872208E-05,5172.729492,1.514437844E-05,-163.2372409,8.710602754E-06,81.71902355
1356.2,0.0001023773,1.588811304E-05,5173.492432,1.008306405E-05,-163.0945294,5.066350515E-06,104.1117328
1356.4,0.0001017227,1.588556804E-05,5174.255371,8.541481292E-06,169.5884257,7.395219762E-07,99.97975661
1356.6,0.0001012044,1.594169078E-05,5175.018311,1.290568896E-05,157.4496124,4.044937065E-06,-15.84218892
1356.8,0.0001011041,1.572206997E-05,5175.78125,1.79669271E-05,168.148085,8.268264733E-06,5.831294284
1357,0.0001012456,1.499059339E-05,5176.544189,2.091880089E-05,-173.3365907,1.153364065E-05,29.07324362
1357.2,0.0001014688,1.517655408E-05,5177.307129,2.080352636E-05,-151.8736958,1.342759725E-05,51.69824831
1357.4,0.0001014805,0.00001593,5178.070068,1.756236452E-05,-129.2098288,1.378628115E-05,72.51298104
1357.6,0.0001014206,1.601754642E-05,5178.833008,1.181906289E-05,-106.4978563,1.279451909E-05,89.75000124
1357.8,0.000101531,1.518685347E-05,5179.595947,4.709410614E-06,-87.55705648,1.11385711E-05,100.4422961
1358,0.0001015768,1.432377699E-05,5180.358887,2.635171913E-06,142.3740039,1.015223301E-05,102.3342831
1358.2,0.0001017898,1.433409594E-05,5181.121826,8.460901458E-06,156.0076244,1.110144869E-05,102.0837136
1358.4,0.0001023326,1.514720657E-05,5181.884766,1.205042184E-05,179.6217543,1.355263785E-05,109.9072661
1358.6,0.0001030722,1.562131344E-05,5182.647705,1.282524151E-05,-155.0551125,1.608537933E-05,126.0320325
1358.8,0.000103135,1.541973241E-05,5183.410645,1.084523196E-05,-127.659741,1.764237906E-05,147.4377424
1359,0.0001029498,1.494182784E-05,5184.173584,6.807814976E-06,-93.31215056,1.76933143E-05,172.4274687
1359.2,0.0001029752,1.419167353E-05,5184.936523,3.16113922E-06,-13.99771173,1.616023874E-05,-159.2719446
1359.4,0.0001031902,1.381865918E-05,5185.699463,6.535138913E-06,74.64161579,0.000013405,-126.4535076
1359.6,0.0001031771,1.369777846E-05,5186.462402,1.163272596E-05,107.8733241,0.000010307,-85.64031983
1359.8,0.0001026025,1.352828359E-05,5187.225342,1.581049426E-05,130.5602376,8.404437476E-06,-32.8597615
1360,0.0001020382,1.388459646E-05,5187.988281,1.87071083E-05,148.9179596,8.914065107E-06,22.04730919
1360.2,0.0001016519,1.406248789E-05,5188.751221,2.047840062E-05,164.411389,1.073974313E-05,64.46767962
1360.4,0.0001015584,1.37074311E-05,5189.51416,2.146326278E-05,177.9859334,1.22780742E-05,96.06578593
1360.6,0.0001014292,0.000013474,5190.2771,2.188383092E-05,-169.3425502,1.2892537E-05,120.6686411
1360.8,0.0001007058,1.374983983E-05,5191.040039,2.169109346E-05,-156.7496413,1.266814733E-05,139.7469076
1361,0.0001003549,0.000014056,5191.802979,2.066656908E-05,-144.0005536,1.210329115E-05,154.0163402
1361.2,0.0001004902,1.462978971E-05,5192.565918,1.866844907E-05,-131.5882452,1.173649663E-05,165.3241658
1361.4,0.0001013507,1.503259694E-05,5193.328857,1.582908697E-05,-120.7288552,1.168034562E-05,177.002526
1361.6,0.000101941,1.517425935E-05,5194.091797,1.261789848E-05,-113.4456008,1.151458416E-05,-168.359675
1361.8,0.0001020732,1.530992907E-05,5194.854736,9.772280188E-06,-112.3668936,1.069059902E-05,-150.1495085
1362,0.0001020065,0.000015228,5195.617676,8.021784125E-06,-118.2330895,8.924599904E-06,-128.5927087
1362.2,0.0001018527,1.495866961E-05,5196.380615,7.491468265E-06,-126.0352253,6.327430978E-06,-103.1780848
1362.4,0.0001014585,1.430491347E-05,5197.143555,7.6041768E-06,-130.6056831,3.399636693E-06,-68.92733964
1362.6,0.0001010613,1.390318689E-05,5197.906494,7.930836139E-06,-131.8967681,1.432327485E-06,10.88015334
1362.8,0.0001008207,0.000013925,5198.669434,8.444495365E-06,-130.1206004,2.28354124E-06,94.19655474
1363,0.0001011337,1.409263753E-05,5199.432373,9.060841038E-06,-123.6711946,2.783408708E-06,123.9804112
1363.2,0.0001011949,1.426846061E-05,5200.195313,9.391636478E-06,-111.1645102,2.046156513E-06,125.5750916
1363.4,0.0001009886,1.496755609E-05,5200.958252,8.979882668E-06,-91.99142657,2.57659533E-06,73.57349514
1363.6,0.0001005514,1.576743273E-05,5201.721191,7.672670862E-06,-64.41373948,6.294670307E-06,69.52595855
1363.8,0.0001007417,1.621060256E-05,5202.484131,0.000006035,-22.5850892,1.103593176E-05,85.54003028
1364,0.0001007417,1.585991066E-05,5203.24707,5.80028693E-06,36.35307987,1.572745477E-05,105.5469533
1364.2,0.0001020068,0.000015498,5204.01001,7.825144181E-06,87.47940404,1.953461351E-05,126.4814414
1364.4,0.0001024362,1.551380542E-05,5204.772949,1.039620015E-05,122.8764693,2.180725889E-05,147.2958824
1364.6,0.0001022529,1.543079868E-05,5205.535889,1.20686801E-05,150.0435747,2.216654223E-05,167.3555016
1364.8,0.000101881,1.516073199E-05,5206.298828,1.217279862E-05,171.9620854,2.056028974E-05,-174.0310942
1365,0.0001015357,1.525231748E-05,5207.061768,1.067455792E-05,-172.2636789,1.727654385E-05,-158.0513566
1365.2,0.0001011239,1.574125584E-05,5207.824707,8.376623521E-06,-167.9850416,1.296368359E-05,-147.4480551
1365.4,0.0001005224,1.614713555E-05,5208.587646,0.000007449,178.7915799,0.000008854,-149.4284119
1365.6,0.0001002664,1.57856099E-05,5209.350586,9.583732617E-06,168.2806045,7.378851509E-06,-171.4564519
1365.8,0.00010055,1.528555444E-05,5210.113525,1.290853222E-05,173.6611403,9.570311428E-06,173.1709018
1366,0.0001013826,0.000014673,5210.876465,1.546442333E-05,-173.1959827,1.269378013E-05,175.2226017
1366.2,0.0001021903,1.426831018E-05,5211.639404,1.635518895E-05,-157.6736236,1.500691634E-05,-175.790569
1366.4,0.0001030492,1.461527936E-05,5212.402344,1.537473618E-05,-142.6682877,1.596483764E-05,-165.3801101
1366.6,0.0001032878,1.549663539E-05,5213.165283,0.000012887,-130.9844968,1.56318766E-05,-156.6283087
1366.8,0.00010304,1.584611322E-05,5213.928223,9.837804669E-06,-127.1681582,1.464615998E-05,-152.1205964
1367,0.0001026397,1.558053047E-05,5214.691162,7.824803447E-06,-136.5652766,0.000014204,-152.7782536
1367.2,0.0001021734,1.545842143E-05,5215.454102,8.115263583E-06,-150.5885985,1.535341988E-05,-154.384014
1367.4,0.0001019049,1.58794376E-05,5216.217041,9.65607185E-06,-154.6803869,1.782142185E-05,-151.0289842
1367.6,0.0001021738,0.000015909,5216.97998,1.100906355E-05,-152.0212499,2.034289045E-05,-141.8989312
1367.8,0.0001020678,1.551084355E-05,5217.74292,1.190950832E-05,-148.2255435,2.174458757E-05,-129.133271
1368,0.000101796,1.522205532E-05,5218.505859,1.285052056E-05,-145.0544904,2.136915598E-05,-115.0140313
1368.2,0.0001017999,1.535221284E-05,5219.268799,1.433433387E-05,-140.644267,1.916269822E-05,-101.8028817
1368.4,0.0001019247,1.564368285E-05,5220.031738,1.623353859E-05,-132.40663,1.573869826E-05,-92.56233202
1368.6,0.0001023789,1.545606924E-05,5220.794678,1.787664181E-05,-119.7453525,1.24886498E-05,-91.6673695
1368.8,0.000102532,1.532360058E-05,5221.557617,1.855806607E-05,-103.4799047,1.128959834E-05,-99.19211783
1369,0.0001023081,1.566885358E-05,5222.320557,1.787465027E-05,-84.56922593,0.000012413,-102.9134726
1369.2,0.0001023081,1.595980421E-05,5223.083496,1.583112014E-05,-63.62103696,0.000013931,-97.0769941
1369.4,0.0001022744,0.00001617,5223.846436,1.281526779E-05,-40.75381632,1.431352496E-05,-85.96809635
1369.6,0.0001027055,1.620378999E-05,5224.609375,9.497555982E-06,-15.38337724,1.318281432E-05,-74.3327256
1369.8,0.0001027995,1.599270252E-05,5225.372314,6.690605908E-06,13.99575354,1.110785352E-05,-66.72353304
1370,0.000102432,0.000015422,5226.135254,5.160617452E-06,47.55505297,9.461524297E-06,-66.94274425
1370.2,0.00010203,1.486950887E-05,5226.898193,5.271508262E-06,77.57416412,9.549190764E-06,-69.62389819
1370.4,0.0001018217,1.442760949E-05,5227.661133,6.916780317E-06,98.38166847,1.081539633E-05,-62.91477635
1370.6,0.0001016643,1.428952191E-05,5228.424072,0.000009907,115.4870684,1.173619849E-05,-45.41163721
1370.8,0.000101178,1.434553152E-05,5229.187012,1.381975884E-05,133.0345377,1.153135036E-05,-19.47792807
1371,0.0001008305,1.417510365E-05,5229.949951,1.795828347E-05,151.4826143,0.00001038,14.86426226
1371.2,0.0001008314,1.413418135E-05,5230.712891,0.000021554,170.2283983,9.306917851E-06,58.79829696
1371.4,0.0001008171,1.439662041E-05,5231.47583,2.397145539E-05,-171.4352819,9.556947269E-06,107.4454109
1371.6,0.0001008235,1.495647087E-05,5232.23877,2.486465426E-05,-154.226633,1.106294113E-05,149.8793117
1371.8,0.0001010563,1.594355389E-05,5233.001709,2.427076833E-05,-138.940169,1.264194691E-05,-176.8306289
1372,0.0001017083,1.688058608E-05,5233.764648,2.262141418E-05,-126.4475692,1.344146015E-05,-150.5569817
1372.2,0.0001021856,1.730811782E-05,5234.527588,0.000020644,-117.4277766,1.327969628E-05,-129.7782845
1372.4,0.0001025088,1.679117446E-05,5235.290527,1.910285093E-05,-111.6414139,1.244452897E-05,-113.7336904
1372.6,0.0001024566,1.617847765E-05,5236.053467,1.840649897E-05,-107.3752226,0.000011334,-101.3375701
1372.8,0.000102308,1.575293289E-05,5236.816406,1.840506894E-05,-102.4481121,1.004818304E-05,-90.86383349
1373,0.0001020694,1.530184097E-05,5237.579346,1.866522139E-05,-95.77749167,8.287930013E-06,-81.73750835
1373.2,0.0001018759,1.506434385E-05,5238.342285,1.885317053E-05,-87.29790292,5.81449133E-06,-78.9979006
1373.4,0.0001019498,1.497443483E-05,5239.105225,1.881012944E-05,-77.00287654,0.000003879,-106.5524078
1373.6,0.0001019498,1.521120503E-05,5239.868164,1.840436159E-05,-64.47381069,6.381425537E-06,-139.8628251
1373.8,0.0001018276,1.539086613E-05,5240.631104,0.000017422,-48.95495673,0.000011198,-134.9345616
1374,0.0001014906,1.501646217E-05,5241.394043,1.563974948E-05,-29.40899699,1.577587569E-05,-118.2274624
1374.2,0.0001013334,1.47384833E-05,5242.156982,1.305518339E-05,-3.974564988,1.893626454E-05,-97.82144658
1374.4,0.0001014326,1.519714006E-05,5242.919922,1.02421445E-05,31.4329014,1.99713631E-05,-76.247167
1374.6,0.0001020338,1.569822221E-05,5243.682861,8.806240801E-06,81.0656709,1.865481782E-05,-55.00761125
1374.8,0.0001026287,1.617062643E-05,5244.445801,0.000010259,132.0312739,0.000015317,-35.97814544
1375,0.0001024204,0.000016137,5245.20874,0.000013373,169.5219234,1.090748707E-05,-23.19105119
1375.2,0.0001019515,1.596479206E-05,5245.97168,0.00001634,-163.086099,7.22950045E-06,-26.09992707
1375.4,0.0001018894,1.612893025E-05,5246.734619,1.834481613E-05,-141.7920013,6.631420572E-06,-43.18821604
1375.6,0.0001022942,1.619682444E-05,5247.497559,1.934775111E-05,-125.0871737,7.877359915E-06,-43.99402597
1375.8,0.000102583,1.603506042E-05,5248.260498,1.982911278E-05,-112.1383148,8.036538999E-06,-31.15242271
1376,0.0001026179,1.598680387E-05,5249.023438,2.039029137E-05,-101.3941304,6.097853126E-06,-15.64391695
1376.2,0.0001026127,1.614822104E-05,5249.786377,2.119234486E-05,-90.5016586,2.491207067E-06,-21.63287132
1376.4,0.000102828,1.600450054E-05,5250.549316,2.171807643E-05,-77.7110599,4.191313491E-06,-105.9049729
1376.6,0.0001029686,0.000015834,5251.312256,2.112057262E-05,-62.74381703,0.000009903,-95.60971802
1376.8,0.0001030792,1.592491022E-05,5252.075195,1.872694386E-05,-46.40869921,1.515255241E-05,-73.86198695
1377,0.0001032312,1.610856689E-05,5252.838135,1.434025123E-05,-30.41650429,1.88718326E-05,-50.07109033
1377.2,0.0001029668,1.607943138E-05,5253.601074,0.000008388,-19.89170513,2.04556405E-05,-26.14128444
1377.4,0.0001025056,1.604244417E-05,5254.364014,3.199825812E-06,-57.60196132,1.977130954E-05,-3.209471042
1377.6,0.0001020078,1.583951265E-05,5255.126953,7.3586977E-06,-112.3480856,1.718682559E-05,17.278256
1377.8,0.0001016187,1.541569434E-05,5255.889893,1.319869557E-05,-104.9084255,1.356063068E-05,32.74400172
1378,0.0001013625,1.436887282E-05,5256.652832,1.74579045E-05,-91.15730027,1.023716175E-05,38.9401723
1378.2,0.0001013395,1.415223694E-05,5257.415771,1.972762805E-05,-78.20090448,8.735105043E-06,35.29980841
1378.4,0.0001013948,1.458847141E-05,5258.178711,2.051308246E-05,-68.68761947,9.116213653E-06,33.92572723
1378.6,0.0001020514,1.47566997E-05,5258.94165,2.115921499E-05,-63.48135514,9.747320021E-06,40.62899325
1378.8,0.0001025437,1.463811093E-05,5259.70459,2.314443483E-05,-60.03190486,9.595790986E-06,49.71899759
1379,0.0001023248,1.428774102E-05,5260.467529,2.672644055E-05,-53.9042934,8.908737175E-06,54.03518275
1379.2,0.0001019055,1.379143435E-05,5261.230469,3.074909231E-05,-43.45164102,9.130230161E-06,50.6136153
1379.4,0.0001018795,0.000013884,5261.993408,3.372872067E-05,-29.76620578,0.000011599,49.89283804
1379.6,0.0001019395,0.000014808,5262.756348,3.461218423E-05,-14.54788526,1.573870975E-05,59.70694564
1379.8,0.0001019106,1.546243125E-05,5263.519287,3.300957558E-05,0.5663518623,2.028371303E-05,76.77754325
1380,0.0001016833,1.547362562E-05,5264.282227,2.924451272E-05,13.76282003,2.431815912E-05,97.30337562
1380.2,0.0001016382,1.527539775E-05,5265.045166,2.437962005E-05,22.56375049,2.729291648E-05,119.1287176
1380.4,0.0001015171,1.539628632E-05,5265.808105,2.024020713E-05,24.1121092,2.896129975E-05,141.0285173
1380.6,0.0001012809,1.471263443E-05,5266.571045,1.888064255E-05,19.58867432,2.933828782E-05,162.2423726
1380.8,0.000101379,0.00001404,5267.333984,2.058385267E-05,17.58855626,0.000028636,-177.695161
1381,0.0001017564,1.380690463E-05,5268.096924,2.347841134E-05,22.75785986,2.715473307E-05,-158.9876175
1381.2,0.0001019011,1.407120994E-05,5268.859863,2.582773125E-05,33.17761455,2.514873907E-05,-141.608196
1381.4,0.0001019743,0.000014229,5269.622803,2.682381825E-05,46.39728614,2.273494621E-05,-125.4631308
1381.6,0.0001019629,1.403548665E-05,5270.385742,2.627028645E-05,60.99322513,1.992161586E-05,-110.7470753
1381.8,0.0001021281,1.390363262E-05,5271.148682,2.426050287E-05,76.26569867,1.67753005E-05,-98.43058888
1382,0.0001023432,1.438785152E-05,5271.911621,0.00002099,91.86083087,1.36648337E-05,-90.68490204
1382.2,0.0001024589,1.500709603E-05,5272.674561,1.668542483E-05,107.4249259,1.144114886E-05,-89.91059936
1382.4,0.0001024316,1.525953993E-05,5273.4375,0.000011625,121.997689,1.100843564E-05,-93.15262958
1382.6,0.0001022683,1.532426327E-05,5274.200439,6.235467621E-06,131.1569916,1.203017622E-05,-91.69886138
1382.8,0.0001022628,0.00001565,5274.963379,2.116278134E-06,88.32678215,1.313822481E-05,-83.29413817
1383,0.0001023719,1.614623514E-05,5275.726318,5.164108952E-06,32.85311058,1.331479025E-05,-71.27391877
1383.2,0.0001023936,1.631461712E-05,5276.489258,9.001159095E-06,41.63178599,1.230161202E-05,-59.62933943
1383.4,0.0001023784,1.604454814E-05,5277.252197,1.162463487E-05,57.31668478,1.061548488E-05,-52.67527332
1383.6,0.00010231,1.589142637E-05,5278.015137,1.282776881E-05,73.96539491,9.519427087E-06,-53.34523253
1383.8,0.0001020839,1.536747292E-05,5278.778076,1.278524027E-05,89.66793764,0.000010112,-55.22897493
1384,0.0001018091,1.453940344E-05,5279.541016,0.000011974,103.2207108,1.174805638E-05,-48.64933619
1384.2,0.0001019454,0.000013968,5280.303955,0.000011036,114.3179336,1.296113205E-05,-33.98544194
1384.4,0.0001017465,0.000013908,5281.066895,0.000010476,124.6720097,1.282951264E-05,-14.86855027
1384.6,0.000100805,1.374628842E-05,5281.829834,1.03376675E-05,137.6475433,1.111550692E-05,5.837431117
1384.8,0.0001000965,1.330075228E-05,5282.592773,1.028229451E-05,155.6309717,8.149911579E-06,24.87989399
1385,0.000099935,1.336390455E-05,5283.355713,9.99831575E-06,179.0374443,4.828101399E-06,33.52549327
1385.2,0.0001002946,0.000014205,5284.118652,9.429902244E-06,-152.7431453,3.281072043E-06,9.765640631
1385.4,0.0001013092,1.442920543E-05,5284.881592,8.713347188E-06,-120.9288208,4.796613625E-06,0.3247907192
1385.6,0.0001025345,1.423864382E-05,5285.644531,7.970454179E-06,-87.57109662,6.503924018E-06,22.74478334
1385.8,0.0001035576,1.433766135E-05,5286.407471,0.000007148,-55.30372503,7.558077656E-06,58.16598418
1386,0.0001040508,1.478565291E-05,5287.17041,6.065649743E-06,-26.6325621,8.405794521E-06,100.5824152
1386.2,0.0001039864,1.518957135E-05,5287.93335,4.622751999E-06,-4.466694285,9.607225862E-06,144.1852696
1386.4,0.0001039633,1.549260046E-05,5288.696289,3.031171914E-06,3.804304575,1.104505155E-05,-176.4489426
1386.6,0.0001042162,1.608468774E-05,5289.459229,2.239947612E-06,-17.68475211,1.203464131E-05,-143.2717396
1386.8,0.0001040784,1.647262595E-05,5290.222168,3.097689432E-06,-36.67408043,1.199463674E-05,-116.83241
1387,0.0001038325,1.62364606E-05,5290.985107,4.298538413E-06,-33.66477341,1.098149922E-05,-99.04014388
1387.2,0.0001039696,1.577873515E-05,5291.748047,5.074094447E-06,-25.90068348,1.012373272E-05,-92.86056947
1387.4,0.0001042913,1.549960065E-05,5292.510986,5.43522989E-06,-21.09377647,1.124217876E-05,-92.79755174
1387.6,0.0001045767,1.517052251E-05,5293.273926,0.000005873,-21.46859899,1.441426706E-05,-85.36926218
1387.8,0.0001046258,1.501631935E-05,5294.036865,6.986651783E-06,-22.87913871,1.792523143E-05,-69.17052231
1388,0.0001044036,1.48004576E-05,5294.799805,8.856685405E-06,-19.62801721,2.028382978E-05,-48.15569251
1388.2,0.000103543,1.464165545E-05,5295.562744,1.108647994E-05,-11.14036589,2.068552282E-05,-24.94560296
1388.4,0.0001026422,1.43836734E-05,5296.325684,1.325491341E-05,0.7324795673,1.897077809E-05,-1.051032424
1388.6,0.0001023585,1.422578567E-05,5297.088623,0.000015088,14.56075904,1.555976345E-05,22.29907667
1388.8,0.0001022928,1.425253542E-05,5297.851563,1.643332652E-05,29.72160101,0.000011333,43.41697884
1389,0.0001025843,0.000014412,5298.614502,1.71848513E-05,46.16001443,7.448924217E-06,59.36032599
1389.2,0.0001029969,1.471222021E-05,5299.377441,1.722910898E-05,64.13646131,5.023566756E-06,68.51852025
1389.4,0.0001030477,1.479611444E-05,5300.140381,1.645483537E-05,84.0773992,0.000004306,84.48448147
1389.6,0.000103237,1.505953214E-05,5300.90332,1.482749005E-05,106.6011359,4.874101571E-06,122.9845607
1389.8,0.0001031223,1.518408379E-05,5301.66626,1.249438455E-05,132.7840298,7.20960417E-06,169.1384584
1390,0.0001026124,1.474319878E-05,5302.429199,9.886773548E-06,164.655602,1.112273566E-05,-152.2814492
1390.2,0.0001020034,0.000014521,5303.192139,7.775305654E-06,-155.1648496,0.000015467,-119.8361154
1390.4,0.0001020104,1.485594674E-05,5303.955078,6.948632774E-06,-109.2759503,1.901663449E-05,-90.68411683
1390.6,0.0001026271,1.509254177E-05,5304.718018,7.188531411E-06,-69.18156402,2.079250529E-05,-63.65842357
1390.8,0.0001031011,1.506913781E-05,5305.480957,7.452240986E-06,-40.82337554,2.025166501E-05,-38.61793058
1391,0.0001033394,1.545643313E-05,5306.243896,7.226627213E-06,-24.52500748,1.741360759E-05,-16.30638233
1391.2,0.0001035176,1.619046811E-05,5307.006836,7.026272003E-06,-21.24874826,0.00001292,0.7802385972
1391.4,0.0001033266,1.648507784E-05,5307.769775,8.086659386E-06,-25.19723515,8.195097181E-06,4.645789654
1391.6,0.0001028574,1.630660835E-05,5308.532715,1.071989885E-05,-23.47896364,6.147686135E-06,-17.99648182
1391.8,0.0001026444,1.601241719E-05,5309.295654,1.395214305E-05,-14.18390566,7.994167727E-06,-33.29284628
1392,0.0001025259,1.624435323E-05,5310.058594,1.677134926E-05,-1.125098577,1.007708023E-05,-28.22083881
1392.2,0.0001021993,1.625226832E-05,5310.821533,1.855256348E-05,12.75455264,1.072175298E-05,-18.17541776
1392.4,0.0001019897,1.557031245E-05,5311.584473,1.912118955E-05,25.41950218,1.002067866E-05,-10.79055966
1392.6,0.0001017038,1.53066423E-05,5312.347412,1.881232705E-05,35.22211983,8.967561841E-06,-10.72055102
1392.8,0.0001013161,1.576006782E-05,5313.110352,1.845629936E-05,41.29484377,8.855409205E-06,-16.85551276
1393,0.0001015252,1.611963099E-05,5313.873291,0.000019036,45.02864917,9.959677829E-06,-20.58957763
1393.2,0.0001017746,1.548114966E-05,5314.63623,2.092761182E-05,50.05745076,1.144587944E-05,-18.85892678
1393.4,0.0001018822,0.000014859,5315.39917,2.355990669E-05,58.91341576,1.277438464E-05,-14.57980863
1393.6,0.0001017909,1.521981589E-05,5316.162109,2.595061048E-05,71.61146812,1.40874651E-05,-9.672266088
1393.8,0.0001022701,1.552616556E-05,5316.925049,2.725939219E-05,87.1525044,1.569589276E-05,-3.395822632
1394,0.0001029229,1.554781639E-05,5317.687988,2.697253256E-05,104.6067151,1.745668252E-05,5.898584534
1394.2,0.0001031276,1.537508884E-05,5318.450928,2.491287001E-05,123.327728,1.870956939E-05,18.63952758
1394.4,0.000103029,1.512416239E-05,5319.213867,2.120390815E-05,142.88475,1.870990995E-05,33.96211637
1394.6,0.0001028352,1.451272878E-05,5319.976807,1.621716706E-05,162.953819,1.704160337E-05,50.41686513
