0.2	0.002302634	0.00053444
0.4	0.002304321	0.000535587
0.6	0.002303139	0.000535435
0.8	0.002299913	0.000534105
1	0.002297098	0.000532706
1.2	0.002295382	0.000532514
1.4	0.00229457	0.000532468
1.6	0.002293312	0.000531709
1.8	0.002292229	0.000530452
2	0.002292602	0.000529489
2.2	0.00229438	0.000529231
2.4	0.002296162	0.000529459
2.6	0.002297425	0.000529941
2.8	0.002297446	0.000530104
3	0.002295942	0.000530286
3.2	0.002294003	0.000529843
3.4	0.00229283	0.000529521
3.6	0.002293078	0.000530454
3.8	0.002293601	0.000530979
4	0.002293729	0.000530703
4.2	0.002293585	0.000530329
4.4	0.002292944	0.000530079
4.6	0.002292255	0.000530273
4.8	0.002291716	0.000530988
5	0.002291559	0.000531293
5.2	0.002291858	0.000531222
5.4	0.002292406	0.000530707
5.6	0.002292351	0.000529927
5.8	0.002292466	0.000529558
6	0.002292763	0.000529779
6.2	0.00229244	0.000530088
6.4	0.002291658	0.000530428
6.6	0.00229117	0.000530174
6.8	0.002290503	0.000529669
7	0.00228933	0.000529408
7.2	0.002288475	0.000529635
7.4	0.002289133	0.000529967
7.6	0.002289764	0.000529873
7.8	0.002289917	0.000529594
8	0.002290988	0.000529709
8.2	0.002291596	0.000529438
8.4	0.002291569	0.00052891
8.6	0.002290867	0.000528855
8.8	0.002289491	0.000529159
9	0.00228824	0.000529387
9.2	0.002287888	0.000529221
9.4	0.002288099	0.000528994
9.6	0.002288867	0.000529514
9.8	0.002290089	0.000530674
10	0.002290811	0.000531342
10.2	0.002292409	0.000531487
10.4	0.002294102	0.000531188
10.6	0.002294303	0.00053069
10.8	0.002294009	0.000530143
11	0.002293192	0.000530002
11.2	0.002293633	0.000530834
11.4	0.002295411	0.0005321
11.6	0.002295708	0.00053263
11.8	0.002294671	0.000532332
12	0.002293555	0.000531613
12.2	0.002292972	0.00053142
12.4	0.002292743	0.000531245
12.6	0.002291772	0.000530478
12.8	0.002290555	0.000530182
13	0.002290492	0.000530366
13.2	0.002291751	0.000530885
13.4	0.002293147	0.0005314
13.6	0.002292724	0.000530973
13.8	0.00229191	0.000530193
14	0.002292048	0.000529752
14.2	0.00229264	0.000529793
14.4	0.002293625	0.000530097
14.6	0.002294468	0.0005301
14.8	0.002295989	0.000530399
15	0.002298362	0.000531728
15.2	0.002302007	0.000533628
15.4	0.002304844	0.000534636
