2.000000000E-1	1.536852762E-5	2.803423891E-6	1.525878906E+0	7.652188008E-4	-0.000000000E+0	2.304731119E-5	-0.000000000E+0
4.000000000E-1	1.513085580E-5	2.905949001E-6	3.051757812E+0	7.412878929E-4	4.073389969E+1	1.196140507E-4	1.054733401E+2
6.000000000E-1	1.481688345E-5	2.984302192E-6	4.577636719E+0	6.695563475E-4	8.044037899E+1	2.040127403E-4	1.359730099E+2
8.000000000E-1	1.467684656E-5	2.698620477E-6	6.103515625E+0	5.529800041E-4	1.179841435E+2	2.360484658E-4	1.609406081E+2
1.000000000E+0	1.460247011E-5	2.397109555E-6	7.629394531E+0	4.034081390E-4	1.515012114E+2	2.134132671E-4	-1.797243947E+2
1.200000000E+0	1.467141478E-5	2.244580444E-6	9.155273437E+0	2.477979480E-4	1.757876373E+2	1.596349142E-4	-1.724289670E+2
1.400000000E+0	1.464388209E-5	2.356067252E-6	1.068115234E+1	1.424974714E-4	1.747088758E+2	1.305582687E-4	1.739164144E+2
1.600000000E+0	1.431712982E-5	2.506564350E-6	1.220703125E+1	1.508737985E-4	1.617334145E+2	1.586266430E-4	1.633068768E+2
1.800000000E+0	1.407836309E-5	2.435147603E-6	1.373291016E+1	1.830073708E-4	1.780875371E+2	1.892605576E-4	1.691301327E+2
2.000000000E+0	1.392897116E-5	2.645582762E-6	1.525878906E+1	1.705457683E-4	-1.514778983E+2	1.874289261E-4	1.786301245E+2
2.200000000E+0	1.364977991E-5	3.212525287E-6	1.678466797E+1	1.141649317E-4	-1.108165284E+2	1.602229708E-4	-1.788470859E+2
2.400000000E+0	1.358094426E-5	3.690900828E-6	1.831054687E+1	5.355932402E-5	-3.306409721E+1	1.477400952E-4	1.704432001E+2
2.600000000E+0	1.387027155E-5	3.895555173E-6	1.983642578E+1	8.304579802E-5	6.819964120E+1	1.790075825E-4	1.619833907E+2
2.800000000E+0	1.444941063E-5	3.880154681E-6	2.136230469E+1	1.284568149E-4	1.130867433E+2	2.232870003E-4	1.661776338E+2
3.000000000E+0	1.515946420E-5	3.644360220E-6	2.288818359E+1	1.385712424E-4	1.426920279E+2	2.499660418E-4	1.760916618E+2
3.200000000E+0	1.557691882E-5	3.027276665E-6	2.441406250E+1	1.174218819E-4	1.598552763E+2	2.538867459E-4	-1.737786709E+2
3.400000000E+0	1.547185813E-5	2.463981889E-6	2.593994141E+1	9.764196511E-5	1.577408446E+2	2.454779833E-4	-1.655897811E+2
3.600000000E+0	1.495681869E-5	2.236659443E-6	2.746582031E+1	1.136837465E-4	1.518845136E+2	2.356678952E-4	-1.584675309E+2
3.800000000E+0	1.434382741E-5	2.428112280E-6	2.899169922E+1	1.402574678E-4	1.622441167E+2	2.235364788E-4	-1.501711986E+2
4.000000000E+0	1.415602776E-5	2.742583611E-6	3.051757812E+1	1.449157422E-4	-1.794683754E+2	2.000515478E-4	-1.402489712E+2
4.200000000E+0	1.416296783E-5	2.655650592E-6	3.204345703E+1	1.211416078E-4	-1.616225123E+2	1.613950911E-4	-1.310668512E+2
4.400000000E+0	1.415750272E-5	2.420860004E-6	3.356933594E+1	8.254805159E-5	-1.536170820E+2	1.159576789E-4	-1.278605678E+2
4.600000000E+0	1.418945632E-5	2.709496838E-6	3.509521484E+1	6.023456696E-5	-1.678947938E+2	8.275334933E-5	-1.376417615E+2
4.800000000E+0	1.420903807E-5	3.210614004E-6	3.662109375E+1	6.779662285E-5	-1.781830161E+2	7.427440091E-5	-1.540973676E+2
5.000000000E+0	1.416481838E-5	3.400339310E-6	3.814697266E+1	7.062371739E-5	-1.691648367E+2	7.433060448E-5	-1.630601602E+2
5.200000000E+0	1.412564788E-5	3.232563396E-6	3.967285156E+1	5.300737854E-5	-1.570174024E+2	7.019389108E-5	-1.710042683E+2
5.400000000E+0	1.440472456E-5	3.203905860E-6	4.119873047E+1	2.525361382E-5	-1.703290917E+2	7.055247299E-5	1.757454065E+2
5.600000000E+0	1.476531817E-5	3.383575530E-6	4.272460937E+1	3.291295155E-5	1.297048313E+2	8.261418220E-5	1.662677221E+2
5.800000000E+0	1.508629373E-5	3.328539606E-6	4.425048828E+1	5.730294825E-5	1.275243987E+2	9.610963651E-5	1.650000309E+2
6.000000000E+0	1.527267456E-5	2.881758248E-6	4.577636719E+1	7.201502260E-5	1.324336286E+2	1.028457144E-4	1.656585274E+2
6.200000000E+0	1.530096012E-5	2.610606317E-6	4.730224609E+1	8.588333871E-5	1.335682102E+2	1.078828954E-4	1.634622179E+2
6.400000000E+0	1.511423219E-5	2.695095752E-6	4.882812500E+1	1.096731713E-4	1.381760887E+2	1.214295452E-4	1.609520681E+2
6.600000000E+0	1.484455136E-5	2.659450461E-6	5.035400391E+1	1.347957877E-4	1.515907204E+2	1.419502011E-4	1.636122949E+2
6.800000000E+0	1.450557719E-5	2.471278835E-6	5.187988281E+1	1.436884369E-4	1.711068927E+2	1.577167784E-4	1.712366419E+2
7.000000000E+0	1.415655933E-5	2.485124319E-6	5.340576172E+1	1.252523165E-4	-1.672392202E+2	1.608218721E-4	-1.796255862E+2
7.200000000E+0	1.379042046E-5	2.674221827E-6	5.493164062E+1	8.061872495E-5	-1.492015111E+2	1.529061361E-4	-1.721651788E+2
7.400000000E+0	1.350434649E-5	2.755158528E-6	5.645751953E+1	3.187877974E-5	-1.693529152E+2	1.423596520E-4	-1.677207082E+2
7.600000000E+0	1.367985917E-5	2.581130591E-6	5.798339844E+1	5.899879760E-5	1.373506107E+2	1.353101481E-4	-1.645351063E+2
7.800000000E+0	1.422713435E-5	2.088579247E-6	5.950927734E+1	9.859206033E-5	1.513863183E+2	1.289437713E-4	-1.600829230E+2
8.000000000E+0	1.469974103E-5	1.636872209E-6	6.103515625E+1	1.096642916E-4	1.739582427E+2	1.176382445E-4	-1.549852098E+2
8.200000000E+0	1.495750323E-5	1.524404708E-6	6.256103516E+1	8.900929677E-5	-1.649188492E+2	1.025751700E-4	-1.524423591E+2
8.400000000E+0	1.496714995E-5	1.684623139E-6	6.408691406E+1	4.930426886E-5	-1.589953127E+2	9.178731941E-5	-1.538064931E+2
8.600000000E+0	1.460002459E-5	1.845845927E-6	6.561279297E+1	3.894773168E-5	1.532272305E+2	8.850853938E-5	-1.541326323E+2
8.800000000E+0	1.407898377E-5	2.160328848E-6	6.713867187E+1	7.107283941E-5	1.471760281E+2	8.429105090E-5	-1.491782187E+2
9.000000000E+0	1.387468980E-5	2.508670250E-6	6.866455078E+1	8.762396223E-5	1.649426855E+2	7.133326615E-5	-1.421978902E+2
9.200000000E+0	1.383403166E-5	2.692241806E-6	7.019042969E+1	7.667568222E-5	-1.760523109E+2	5.313570892E-5	-1.417347088E+2
9.400000000E+0	1.362155133E-5	2.649149259E-6	7.171630859E+1	4.639228995E-5	-1.710125509E+2	4.402171723E-5	-1.530930753E+2
9.600000000E+0	1.347966473E-5	2.800990569E-6	7.324218750E+1	3.760820377E-5	1.460447038E+2	4.613628336E-5	-1.545837504E+2
9.800000000E+0	1.358296384E-5	3.023458566E-6	7.476806641E+1	6.809284835E-5	1.377408754E+2	4.095550662E-5	-1.343555447E+2
